"person","occup","tax","hiscam"
"https://iisg.amsterdam/resource/bdv/136601","https://iisg.amsterdam/hisco/code/hisco/12310","166","99"
"https://iisg.amsterdam/resource/bdv/101251","https://iisg.amsterdam/hisco/code/hisco/13100","138","96.15"
"https://iisg.amsterdam/resource/bdv/102351","https://iisg.amsterdam/hisco/code/hisco/13100","187","96.15"
"https://iisg.amsterdam/resource/bdv/103601","https://iisg.amsterdam/hisco/code/hisco/13100","165","96.15"
"https://iisg.amsterdam/resource/bdv/108001","https://iisg.amsterdam/hisco/code/hisco/13100","147","96.15"
"https://iisg.amsterdam/resource/bdv/111001","https://iisg.amsterdam/hisco/code/hisco/13100","172","96.15"
"https://iisg.amsterdam/resource/bdv/132601","https://iisg.amsterdam/hisco/code/hisco/13100","254","96.15"
"https://iisg.amsterdam/resource/bdv/135851","https://iisg.amsterdam/hisco/code/hisco/13100","603","96.15"
"https://iisg.amsterdam/resource/bdv/104851","https://iisg.amsterdam/hisco/code/hisco/13200","62","89.26"
"https://iisg.amsterdam/resource/bdv/118151","https://iisg.amsterdam/hisco/code/hisco/13200","69","89.26"
"https://iisg.amsterdam/resource/bdv/118451","https://iisg.amsterdam/hisco/code/hisco/13200","93","89.26"
"https://iisg.amsterdam/resource/bdv/123501","https://iisg.amsterdam/hisco/code/hisco/13200","217","89.26"
"https://iisg.amsterdam/resource/bdv/128101","https://iisg.amsterdam/hisco/code/hisco/13200","97","89.26"
"https://iisg.amsterdam/resource/bdv/137651","https://iisg.amsterdam/hisco/code/hisco/13200","49","89.26"
"https://iisg.amsterdam/resource/bdv/105701","https://iisg.amsterdam/hisco/code/hisco/14120","126","99"
"https://iisg.amsterdam/resource/bdv/112451","https://iisg.amsterdam/hisco/code/hisco/14120","155","99"
"https://iisg.amsterdam/resource/bdv/114851","https://iisg.amsterdam/hisco/code/hisco/14120","131","99"
"https://iisg.amsterdam/resource/bdv/121251","https://iisg.amsterdam/hisco/code/hisco/14120","131","99"
"https://iisg.amsterdam/resource/bdv/123301","https://iisg.amsterdam/hisco/code/hisco/14120","172","99"
"https://iisg.amsterdam/resource/bdv/133751","https://iisg.amsterdam/hisco/code/hisco/14120","143","99"
"https://iisg.amsterdam/resource/bdv/135401","https://iisg.amsterdam/hisco/code/hisco/14120","910","99"
"https://iisg.amsterdam/resource/bdv/137251","https://iisg.amsterdam/hisco/code/hisco/14120","299","99"
"https://iisg.amsterdam/resource/bdv/103001","https://iisg.amsterdam/hisco/code/hisco/17990","75","54.74"
"https://iisg.amsterdam/resource/bdv/108501","https://iisg.amsterdam/hisco/code/hisco/17990","222","54.74"
"https://iisg.amsterdam/resource/bdv/129651","https://iisg.amsterdam/hisco/code/hisco/17990","135","54.74"
"https://iisg.amsterdam/resource/bdv/135201","https://iisg.amsterdam/hisco/code/hisco/17990","42","54.74"
"https://iisg.amsterdam/resource/bdv/100351","https://iisg.amsterdam/hisco/code/hisco/21110","161","89.18"
"https://iisg.amsterdam/resource/bdv/104151","https://iisg.amsterdam/hisco/code/hisco/21110","149","89.18"
"https://iisg.amsterdam/resource/bdv/105601","https://iisg.amsterdam/hisco/code/hisco/21110","55","89.18"
"https://iisg.amsterdam/resource/bdv/106301","https://iisg.amsterdam/hisco/code/hisco/21110","89","89.18"
"https://iisg.amsterdam/resource/bdv/106951","https://iisg.amsterdam/hisco/code/hisco/21110","104","89.18"
"https://iisg.amsterdam/resource/bdv/108451","https://iisg.amsterdam/hisco/code/hisco/21110","273","89.18"
"https://iisg.amsterdam/resource/bdv/110101","https://iisg.amsterdam/hisco/code/hisco/21110","170","89.18"
"https://iisg.amsterdam/resource/bdv/110851","https://iisg.amsterdam/hisco/code/hisco/21110","85","89.18"
"https://iisg.amsterdam/resource/bdv/111551","https://iisg.amsterdam/hisco/code/hisco/21110","191","89.18"
"https://iisg.amsterdam/resource/bdv/114251","https://iisg.amsterdam/hisco/code/hisco/21110","19","89.18"
"https://iisg.amsterdam/resource/bdv/114301","https://iisg.amsterdam/hisco/code/hisco/21110","123","89.18"
"https://iisg.amsterdam/resource/bdv/116001","https://iisg.amsterdam/hisco/code/hisco/21110","24","89.18"
"https://iisg.amsterdam/resource/bdv/118551","https://iisg.amsterdam/hisco/code/hisco/21110","154","89.18"
"https://iisg.amsterdam/resource/bdv/120551","https://iisg.amsterdam/hisco/code/hisco/21110","56","89.18"
"https://iisg.amsterdam/resource/bdv/124251","https://iisg.amsterdam/hisco/code/hisco/21110","107","89.18"
"https://iisg.amsterdam/resource/bdv/125601","https://iisg.amsterdam/hisco/code/hisco/21110","81","89.18"
"https://iisg.amsterdam/resource/bdv/125901","https://iisg.amsterdam/hisco/code/hisco/21110","80","89.18"
"https://iisg.amsterdam/resource/bdv/126001","https://iisg.amsterdam/hisco/code/hisco/21110","123","89.18"
"https://iisg.amsterdam/resource/bdv/130101","https://iisg.amsterdam/hisco/code/hisco/21110","56","89.18"
"https://iisg.amsterdam/resource/bdv/130151","https://iisg.amsterdam/hisco/code/hisco/21110","78","89.18"
"https://iisg.amsterdam/resource/bdv/133051","https://iisg.amsterdam/hisco/code/hisco/21110","166","89.18"
"https://iisg.amsterdam/resource/bdv/133851","https://iisg.amsterdam/hisco/code/hisco/21110","79","89.18"
"https://iisg.amsterdam/resource/bdv/135151","https://iisg.amsterdam/hisco/code/hisco/21110","141","89.18"
"https://iisg.amsterdam/resource/bdv/135801","https://iisg.amsterdam/hisco/code/hisco/21110","89","89.18"
"https://iisg.amsterdam/resource/bdv/137051","https://iisg.amsterdam/hisco/code/hisco/21110","449","89.18"
"https://iisg.amsterdam/resource/bdv/138101","https://iisg.amsterdam/hisco/code/hisco/21110","58","89.18"
"https://iisg.amsterdam/resource/bdv/138451","https://iisg.amsterdam/hisco/code/hisco/21110","181","89.18"
"https://iisg.amsterdam/resource/bdv/110601","https://iisg.amsterdam/hisco/code/hisco/21240","42","70.91"
"https://iisg.amsterdam/resource/bdv/101001","https://iisg.amsterdam/hisco/code/hisco/22290","0","68.52"
"https://iisg.amsterdam/resource/bdv/105201","https://iisg.amsterdam/hisco/code/hisco/22290","112","68.52"
"https://iisg.amsterdam/resource/bdv/109101","https://iisg.amsterdam/hisco/code/hisco/22290","568","68.52"
"https://iisg.amsterdam/resource/bdv/109851","https://iisg.amsterdam/hisco/code/hisco/22290","244","68.52"
"https://iisg.amsterdam/resource/bdv/111401","https://iisg.amsterdam/hisco/code/hisco/22290","98","68.52"
"https://iisg.amsterdam/resource/bdv/117501","https://iisg.amsterdam/hisco/code/hisco/22290","288","68.52"
"https://iisg.amsterdam/resource/bdv/118751","https://iisg.amsterdam/hisco/code/hisco/22290","77","68.52"
"https://iisg.amsterdam/resource/bdv/134701","https://iisg.amsterdam/hisco/code/hisco/22290","69","68.52"
"https://iisg.amsterdam/resource/bdv/134751","https://iisg.amsterdam/hisco/code/hisco/22290","164","68.52"
"https://iisg.amsterdam/resource/bdv/136551","https://iisg.amsterdam/hisco/code/hisco/22290","146","68.52"
"https://iisg.amsterdam/resource/bdv/137501","https://iisg.amsterdam/hisco/code/hisco/22290","87","68.52"
"https://iisg.amsterdam/resource/bdv/137601","https://iisg.amsterdam/hisco/code/hisco/22290","114","68.52"
"https://iisg.amsterdam/resource/bdv/100251","https://iisg.amsterdam/hisco/code/hisco/30000","303","68.94"
"https://iisg.amsterdam/resource/bdv/102851","https://iisg.amsterdam/hisco/code/hisco/30000","42","68.94"
"https://iisg.amsterdam/resource/bdv/105551","https://iisg.amsterdam/hisco/code/hisco/30000","9","68.94"
"https://iisg.amsterdam/resource/bdv/107201","https://iisg.amsterdam/hisco/code/hisco/30000","217","68.94"
"https://iisg.amsterdam/resource/bdv/108051","https://iisg.amsterdam/hisco/code/hisco/30000","35","68.94"
"https://iisg.amsterdam/resource/bdv/108101","https://iisg.amsterdam/hisco/code/hisco/30000","84","68.94"
"https://iisg.amsterdam/resource/bdv/115251","https://iisg.amsterdam/hisco/code/hisco/30000","509","68.94"
"https://iisg.amsterdam/resource/bdv/115401","https://iisg.amsterdam/hisco/code/hisco/30000","126","68.94"
"https://iisg.amsterdam/resource/bdv/120501","https://iisg.amsterdam/hisco/code/hisco/30000","104","68.94"
"https://iisg.amsterdam/resource/bdv/121851","https://iisg.amsterdam/hisco/code/hisco/30000","339","68.94"
"https://iisg.amsterdam/resource/bdv/123551","https://iisg.amsterdam/hisco/code/hisco/30000","107","68.94"
"https://iisg.amsterdam/resource/bdv/125201","https://iisg.amsterdam/hisco/code/hisco/30000","125","68.94"
"https://iisg.amsterdam/resource/bdv/125251","https://iisg.amsterdam/hisco/code/hisco/30000","71","68.94"
"https://iisg.amsterdam/resource/bdv/128151","https://iisg.amsterdam/hisco/code/hisco/30000","199","68.94"
"https://iisg.amsterdam/resource/bdv/131351","https://iisg.amsterdam/hisco/code/hisco/30000","162","68.94"
"https://iisg.amsterdam/resource/bdv/132701","https://iisg.amsterdam/hisco/code/hisco/30000","157","68.94"
"https://iisg.amsterdam/resource/bdv/113351","https://iisg.amsterdam/hisco/code/hisco/31020","92","99"
"https://iisg.amsterdam/resource/bdv/104451","https://iisg.amsterdam/hisco/code/hisco/33110","74","72.94"
"https://iisg.amsterdam/resource/bdv/105351","https://iisg.amsterdam/hisco/code/hisco/33110","88","72.94"
"https://iisg.amsterdam/resource/bdv/126351","https://iisg.amsterdam/hisco/code/hisco/33110","101","72.94"
"https://iisg.amsterdam/resource/bdv/107151","https://iisg.amsterdam/hisco/code/hisco/33160","420","76.69"
"https://iisg.amsterdam/resource/bdv/109651","https://iisg.amsterdam/hisco/code/hisco/33160","180","76.69"
"https://iisg.amsterdam/resource/bdv/121901","https://iisg.amsterdam/hisco/code/hisco/33160","519","76.69"
"https://iisg.amsterdam/resource/bdv/135501","https://iisg.amsterdam/hisco/code/hisco/33160","184","76.69"
"https://iisg.amsterdam/resource/bdv/138151","https://iisg.amsterdam/hisco/code/hisco/33160","69","76.69"
"https://iisg.amsterdam/resource/bdv/107951","https://iisg.amsterdam/hisco/code/hisco/39310","62","64.97"
"https://iisg.amsterdam/resource/bdv/108801","https://iisg.amsterdam/hisco/code/hisco/39310","63","64.97"
"https://iisg.amsterdam/resource/bdv/114501","https://iisg.amsterdam/hisco/code/hisco/39310","96","64.97"
"https://iisg.amsterdam/resource/bdv/114651","https://iisg.amsterdam/hisco/code/hisco/39310","54","64.97"
"https://iisg.amsterdam/resource/bdv/120351","https://iisg.amsterdam/hisco/code/hisco/39310","202","64.97"
"https://iisg.amsterdam/resource/bdv/123701","https://iisg.amsterdam/hisco/code/hisco/39310","114","64.97"
"https://iisg.amsterdam/resource/bdv/100201","https://iisg.amsterdam/hisco/code/hisco/41025","312","65.73"
"https://iisg.amsterdam/resource/bdv/100401","https://iisg.amsterdam/hisco/code/hisco/41025","48","65.73"
"https://iisg.amsterdam/resource/bdv/100901","https://iisg.amsterdam/hisco/code/hisco/41025","24","65.73"
"https://iisg.amsterdam/resource/bdv/101201","https://iisg.amsterdam/hisco/code/hisco/41025","30","65.73"
"https://iisg.amsterdam/resource/bdv/101301","https://iisg.amsterdam/hisco/code/hisco/41025","109","65.73"
"https://iisg.amsterdam/resource/bdv/101351","https://iisg.amsterdam/hisco/code/hisco/41025","287","65.73"
"https://iisg.amsterdam/resource/bdv/101401","https://iisg.amsterdam/hisco/code/hisco/41025","68","65.73"
"https://iisg.amsterdam/resource/bdv/101451","https://iisg.amsterdam/hisco/code/hisco/41025","73","65.73"
"https://iisg.amsterdam/resource/bdv/101551","https://iisg.amsterdam/hisco/code/hisco/41025","182","65.73"
"https://iisg.amsterdam/resource/bdv/101601","https://iisg.amsterdam/hisco/code/hisco/41025","79","65.73"
"https://iisg.amsterdam/resource/bdv/101751","https://iisg.amsterdam/hisco/code/hisco/41025","246","65.73"
"https://iisg.amsterdam/resource/bdv/102501","https://iisg.amsterdam/hisco/code/hisco/41025","318","65.73"
"https://iisg.amsterdam/resource/bdv/102601","https://iisg.amsterdam/hisco/code/hisco/41025","139","65.73"
"https://iisg.amsterdam/resource/bdv/102651","https://iisg.amsterdam/hisco/code/hisco/41025","162","65.73"
"https://iisg.amsterdam/resource/bdv/102901","https://iisg.amsterdam/hisco/code/hisco/41025","265","65.73"
"https://iisg.amsterdam/resource/bdv/103251","https://iisg.amsterdam/hisco/code/hisco/41025","60","65.73"
"https://iisg.amsterdam/resource/bdv/103401","https://iisg.amsterdam/hisco/code/hisco/41025","99","65.73"
"https://iisg.amsterdam/resource/bdv/103501","https://iisg.amsterdam/hisco/code/hisco/41025","107","65.73"
"https://iisg.amsterdam/resource/bdv/104101","https://iisg.amsterdam/hisco/code/hisco/41025","107","65.73"
"https://iisg.amsterdam/resource/bdv/104351","https://iisg.amsterdam/hisco/code/hisco/41025","48","65.73"
"https://iisg.amsterdam/resource/bdv/104701","https://iisg.amsterdam/hisco/code/hisco/41025","51","65.73"
"https://iisg.amsterdam/resource/bdv/104751","https://iisg.amsterdam/hisco/code/hisco/41025","90","65.73"
"https://iisg.amsterdam/resource/bdv/104951","https://iisg.amsterdam/hisco/code/hisco/41025","160","65.73"
"https://iisg.amsterdam/resource/bdv/105451","https://iisg.amsterdam/hisco/code/hisco/41025","82","65.73"
"https://iisg.amsterdam/resource/bdv/105501","https://iisg.amsterdam/hisco/code/hisco/41025","360","65.73"
"https://iisg.amsterdam/resource/bdv/105801","https://iisg.amsterdam/hisco/code/hisco/41025","44","65.73"
"https://iisg.amsterdam/resource/bdv/106001","https://iisg.amsterdam/hisco/code/hisco/41025","85","65.73"
"https://iisg.amsterdam/resource/bdv/106251","https://iisg.amsterdam/hisco/code/hisco/41025","348","65.73"
"https://iisg.amsterdam/resource/bdv/106501","https://iisg.amsterdam/hisco/code/hisco/41025","49","65.73"
"https://iisg.amsterdam/resource/bdv/107051","https://iisg.amsterdam/hisco/code/hisco/41025","113","65.73"
"https://iisg.amsterdam/resource/bdv/107551","https://iisg.amsterdam/hisco/code/hisco/41025","120","65.73"
"https://iisg.amsterdam/resource/bdv/107601","https://iisg.amsterdam/hisco/code/hisco/41025","89","65.73"
"https://iisg.amsterdam/resource/bdv/107801","https://iisg.amsterdam/hisco/code/hisco/41025","196","65.73"
"https://iisg.amsterdam/resource/bdv/107901","https://iisg.amsterdam/hisco/code/hisco/41025","80","65.73"
"https://iisg.amsterdam/resource/bdv/108201","https://iisg.amsterdam/hisco/code/hisco/41025","69","65.73"
"https://iisg.amsterdam/resource/bdv/108551","https://iisg.amsterdam/hisco/code/hisco/41025","147","65.73"
"https://iisg.amsterdam/resource/bdv/109151","https://iisg.amsterdam/hisco/code/hisco/41025","53","65.73"
"https://iisg.amsterdam/resource/bdv/109301","https://iisg.amsterdam/hisco/code/hisco/41025","105","65.73"
"https://iisg.amsterdam/resource/bdv/109351","https://iisg.amsterdam/hisco/code/hisco/41025","72","65.73"
"https://iisg.amsterdam/resource/bdv/110201","https://iisg.amsterdam/hisco/code/hisco/41025","280","65.73"
"https://iisg.amsterdam/resource/bdv/110251","https://iisg.amsterdam/hisco/code/hisco/41025","0","65.73"
"https://iisg.amsterdam/resource/bdv/110801","https://iisg.amsterdam/hisco/code/hisco/41025","61","65.73"
"https://iisg.amsterdam/resource/bdv/111201","https://iisg.amsterdam/hisco/code/hisco/41025","28","65.73"
"https://iisg.amsterdam/resource/bdv/111351","https://iisg.amsterdam/hisco/code/hisco/41025","100","65.73"
"https://iisg.amsterdam/resource/bdv/111751","https://iisg.amsterdam/hisco/code/hisco/41025","77","65.73"
"https://iisg.amsterdam/resource/bdv/112251","https://iisg.amsterdam/hisco/code/hisco/41025","9","65.73"
"https://iisg.amsterdam/resource/bdv/112301","https://iisg.amsterdam/hisco/code/hisco/41025","36","65.73"
"https://iisg.amsterdam/resource/bdv/112551","https://iisg.amsterdam/hisco/code/hisco/41025","240","65.73"
"https://iisg.amsterdam/resource/bdv/112901","https://iisg.amsterdam/hisco/code/hisco/41025","57","65.73"
"https://iisg.amsterdam/resource/bdv/113051","https://iisg.amsterdam/hisco/code/hisco/41025","49","65.73"
"https://iisg.amsterdam/resource/bdv/113201","https://iisg.amsterdam/hisco/code/hisco/41025","406","65.73"
"https://iisg.amsterdam/resource/bdv/113401","https://iisg.amsterdam/hisco/code/hisco/41025","171","65.73"
"https://iisg.amsterdam/resource/bdv/113601","https://iisg.amsterdam/hisco/code/hisco/41025","120","65.73"
"https://iisg.amsterdam/resource/bdv/113651","https://iisg.amsterdam/hisco/code/hisco/41025","90","65.73"
"https://iisg.amsterdam/resource/bdv/113801","https://iisg.amsterdam/hisco/code/hisco/41025","158","65.73"
"https://iisg.amsterdam/resource/bdv/115501","https://iisg.amsterdam/hisco/code/hisco/41025","83","65.73"
"https://iisg.amsterdam/resource/bdv/116051","https://iisg.amsterdam/hisco/code/hisco/41025","62","65.73"
"https://iisg.amsterdam/resource/bdv/116101","https://iisg.amsterdam/hisco/code/hisco/41025","559","65.73"
"https://iisg.amsterdam/resource/bdv/116251","https://iisg.amsterdam/hisco/code/hisco/41025","175","65.73"
"https://iisg.amsterdam/resource/bdv/116551","https://iisg.amsterdam/hisco/code/hisco/41025","76","65.73"
"https://iisg.amsterdam/resource/bdv/116701","https://iisg.amsterdam/hisco/code/hisco/41025","137","65.73"
"https://iisg.amsterdam/resource/bdv/116851","https://iisg.amsterdam/hisco/code/hisco/41025","30","65.73"
"https://iisg.amsterdam/resource/bdv/117401","https://iisg.amsterdam/hisco/code/hisco/41025","90","65.73"
"https://iisg.amsterdam/resource/bdv/117551","https://iisg.amsterdam/hisco/code/hisco/41025","64","65.73"
"https://iisg.amsterdam/resource/bdv/117601","https://iisg.amsterdam/hisco/code/hisco/41025","172","65.73"
"https://iisg.amsterdam/resource/bdv/117751","https://iisg.amsterdam/hisco/code/hisco/41025","33","65.73"
"https://iisg.amsterdam/resource/bdv/118051","https://iisg.amsterdam/hisco/code/hisco/41025","0","65.73"
"https://iisg.amsterdam/resource/bdv/118251","https://iisg.amsterdam/hisco/code/hisco/41025","92","65.73"
"https://iisg.amsterdam/resource/bdv/118401","https://iisg.amsterdam/hisco/code/hisco/41025","160","65.73"
"https://iisg.amsterdam/resource/bdv/118651","https://iisg.amsterdam/hisco/code/hisco/41025","90","65.73"
"https://iisg.amsterdam/resource/bdv/118701","https://iisg.amsterdam/hisco/code/hisco/41025","106","65.73"
"https://iisg.amsterdam/resource/bdv/118901","https://iisg.amsterdam/hisco/code/hisco/41025","201","65.73"
"https://iisg.amsterdam/resource/bdv/119101","https://iisg.amsterdam/hisco/code/hisco/41025","50","65.73"
"https://iisg.amsterdam/resource/bdv/119351","https://iisg.amsterdam/hisco/code/hisco/41025","196","65.73"
"https://iisg.amsterdam/resource/bdv/119601","https://iisg.amsterdam/hisco/code/hisco/41025","388","65.73"
"https://iisg.amsterdam/resource/bdv/119851","https://iisg.amsterdam/hisco/code/hisco/41025","126","65.73"
"https://iisg.amsterdam/resource/bdv/120101","https://iisg.amsterdam/hisco/code/hisco/41025","540","65.73"
"https://iisg.amsterdam/resource/bdv/120151","https://iisg.amsterdam/hisco/code/hisco/41025","65","65.73"
"https://iisg.amsterdam/resource/bdv/120401","https://iisg.amsterdam/hisco/code/hisco/41025","126","65.73"
"https://iisg.amsterdam/resource/bdv/120451","https://iisg.amsterdam/hisco/code/hisco/41025","225","65.73"
"https://iisg.amsterdam/resource/bdv/121201","https://iisg.amsterdam/hisco/code/hisco/41025","84","65.73"
"https://iisg.amsterdam/resource/bdv/121601","https://iisg.amsterdam/hisco/code/hisco/41025","111","65.73"
"https://iisg.amsterdam/resource/bdv/121651","https://iisg.amsterdam/hisco/code/hisco/41025","207","65.73"
"https://iisg.amsterdam/resource/bdv/121751","https://iisg.amsterdam/hisco/code/hisco/41025","39","65.73"
"https://iisg.amsterdam/resource/bdv/121951","https://iisg.amsterdam/hisco/code/hisco/41025","61","65.73"
"https://iisg.amsterdam/resource/bdv/122151","https://iisg.amsterdam/hisco/code/hisco/41025","140","65.73"
"https://iisg.amsterdam/resource/bdv/122251","https://iisg.amsterdam/hisco/code/hisco/41025","144","65.73"
"https://iisg.amsterdam/resource/bdv/122301","https://iisg.amsterdam/hisco/code/hisco/41025","97","65.73"
"https://iisg.amsterdam/resource/bdv/122451","https://iisg.amsterdam/hisco/code/hisco/41025","68","65.73"
"https://iisg.amsterdam/resource/bdv/122601","https://iisg.amsterdam/hisco/code/hisco/41025","99","65.73"
"https://iisg.amsterdam/resource/bdv/122751","https://iisg.amsterdam/hisco/code/hisco/41025","338","65.73"
"https://iisg.amsterdam/resource/bdv/122901","https://iisg.amsterdam/hisco/code/hisco/41025","160","65.73"
"https://iisg.amsterdam/resource/bdv/122951","https://iisg.amsterdam/hisco/code/hisco/41025","201","65.73"
"https://iisg.amsterdam/resource/bdv/123601","https://iisg.amsterdam/hisco/code/hisco/41025","297","65.73"
"https://iisg.amsterdam/resource/bdv/123751","https://iisg.amsterdam/hisco/code/hisco/41025","64","65.73"
"https://iisg.amsterdam/resource/bdv/123801","https://iisg.amsterdam/hisco/code/hisco/41025","68","65.73"
"https://iisg.amsterdam/resource/bdv/124101","https://iisg.amsterdam/hisco/code/hisco/41025","77","65.73"
"https://iisg.amsterdam/resource/bdv/124151","https://iisg.amsterdam/hisco/code/hisco/41025","91","65.73"
"https://iisg.amsterdam/resource/bdv/124201","https://iisg.amsterdam/hisco/code/hisco/41025","160","65.73"
"https://iisg.amsterdam/resource/bdv/124401","https://iisg.amsterdam/hisco/code/hisco/41025","101","65.73"
"https://iisg.amsterdam/resource/bdv/124501","https://iisg.amsterdam/hisco/code/hisco/41025","224","65.73"
"https://iisg.amsterdam/resource/bdv/124601","https://iisg.amsterdam/hisco/code/hisco/41025","215","65.73"
"https://iisg.amsterdam/resource/bdv/124951","https://iisg.amsterdam/hisco/code/hisco/41025","132","65.73"
"https://iisg.amsterdam/resource/bdv/125151","https://iisg.amsterdam/hisco/code/hisco/41025","86","65.73"
"https://iisg.amsterdam/resource/bdv/125651","https://iisg.amsterdam/hisco/code/hisco/41025","112","65.73"
"https://iisg.amsterdam/resource/bdv/126101","https://iisg.amsterdam/hisco/code/hisco/41025","574","65.73"
"https://iisg.amsterdam/resource/bdv/126301","https://iisg.amsterdam/hisco/code/hisco/41025","20","65.73"
"https://iisg.amsterdam/resource/bdv/126401","https://iisg.amsterdam/hisco/code/hisco/41025","1150","65.73"
"https://iisg.amsterdam/resource/bdv/126801","https://iisg.amsterdam/hisco/code/hisco/41025","94","65.73"
"https://iisg.amsterdam/resource/bdv/126901","https://iisg.amsterdam/hisco/code/hisco/41025","179","65.73"
"https://iisg.amsterdam/resource/bdv/126951","https://iisg.amsterdam/hisco/code/hisco/41025","30","65.73"
"https://iisg.amsterdam/resource/bdv/127051","https://iisg.amsterdam/hisco/code/hisco/41025","36","65.73"
"https://iisg.amsterdam/resource/bdv/127501","https://iisg.amsterdam/hisco/code/hisco/41025","119","65.73"
"https://iisg.amsterdam/resource/bdv/128501","https://iisg.amsterdam/hisco/code/hisco/41025","60","65.73"
"https://iisg.amsterdam/resource/bdv/128801","https://iisg.amsterdam/hisco/code/hisco/41025","197","65.73"
"https://iisg.amsterdam/resource/bdv/128851","https://iisg.amsterdam/hisco/code/hisco/41025","74","65.73"
"https://iisg.amsterdam/resource/bdv/129051","https://iisg.amsterdam/hisco/code/hisco/41025","53","65.73"
"https://iisg.amsterdam/resource/bdv/129101","https://iisg.amsterdam/hisco/code/hisco/41025","86","65.73"
"https://iisg.amsterdam/resource/bdv/129201","https://iisg.amsterdam/hisco/code/hisco/41025","77","65.73"
"https://iisg.amsterdam/resource/bdv/129301","https://iisg.amsterdam/hisco/code/hisco/41025","61","65.73"
"https://iisg.amsterdam/resource/bdv/129401","https://iisg.amsterdam/hisco/code/hisco/41025","38","65.73"
"https://iisg.amsterdam/resource/bdv/130251","https://iisg.amsterdam/hisco/code/hisco/41025","277","65.73"
"https://iisg.amsterdam/resource/bdv/130501","https://iisg.amsterdam/hisco/code/hisco/41025","87","65.73"
"https://iisg.amsterdam/resource/bdv/130551","https://iisg.amsterdam/hisco/code/hisco/41025","155","65.73"
"https://iisg.amsterdam/resource/bdv/130801","https://iisg.amsterdam/hisco/code/hisco/41025","169","65.73"
"https://iisg.amsterdam/resource/bdv/130851","https://iisg.amsterdam/hisco/code/hisco/41025","115","65.73"
"https://iisg.amsterdam/resource/bdv/130951","https://iisg.amsterdam/hisco/code/hisco/41025","131","65.73"
"https://iisg.amsterdam/resource/bdv/131001","https://iisg.amsterdam/hisco/code/hisco/41025","145","65.73"
"https://iisg.amsterdam/resource/bdv/131101","https://iisg.amsterdam/hisco/code/hisco/41025","71","65.73"
"https://iisg.amsterdam/resource/bdv/131251","https://iisg.amsterdam/hisco/code/hisco/41025","130","65.73"
"https://iisg.amsterdam/resource/bdv/131401","https://iisg.amsterdam/hisco/code/hisco/41025","24","65.73"
"https://iisg.amsterdam/resource/bdv/131451","https://iisg.amsterdam/hisco/code/hisco/41025","304","65.73"
"https://iisg.amsterdam/resource/bdv/131551","https://iisg.amsterdam/hisco/code/hisco/41025","140","65.73"
"https://iisg.amsterdam/resource/bdv/131601","https://iisg.amsterdam/hisco/code/hisco/41025","151","65.73"
"https://iisg.amsterdam/resource/bdv/131801","https://iisg.amsterdam/hisco/code/hisco/41025","232","65.73"
