district,label,wkt
https://adamlink.nl/geo/district/SA/1337,SA,"POLYGON((4.8824557544588 52.385336015783,4.8819719019626 52.385472935754,4.8810998892698 52.385747268545,4.8750518437945 52.385656436802,4.8715426159444 52.385581311012,4.8642443085762 52.385465189804,4.8639071774949 52.386362308829,4.8625850837002 52.386040550425,4.8605907932229 52.391516173376,4.8651149335602 52.392005164101,4.8677117599778 52.392377779301,4.8691790469126 52.392822317344,4.8700044876876 52.392799380962,4.8706135500647 52.39288802804,4.8710915049823 52.392945368688,4.8723473585542 52.392832757655,4.8742855405133 52.39288947095,4.8765765482991 52.392781293314,4.8771111337241 52.392536374274,4.8782311077709 52.391652390636,4.8857089553602 52.390723693411,4.8845351693597 52.388415300819,4.8840510299448 52.387381750156,4.8833520338113 52.386367075115,4.8824557544588 52.385336015783))"
https://adamlink.nl/geo/district/SB/1274,SB,"POLYGON((4.8642443085762 52.385465189804,4.8715426159444 52.385581311012,4.871575572939 52.384891417727,4.8731878278823 52.381254142135,4.8738182278265 52.380969734965,4.8738319063833 52.380545790457,4.8734998798887 52.379680241443,4.8689820361365 52.374518838538,4.8687220972588 52.374625043518,4.8685323404807 52.374728871798,4.8642443085762 52.385465189804))"
https://adamlink.nl/geo/district/SC/1310,SC,"POLYGON((4.8738319063833 52.380545790457,4.8738182278265 52.380969734965,4.8731878278823 52.381254142135,4.871575572939 52.384891417727,4.8715426159444 52.385581311012,4.8750518437945 52.385656436802,4.8751029607548 52.38440221284,4.8790418534241 52.382057641693,4.8791409110319 52.381832647114,4.8738319063833 52.380545790457))"
https://adamlink.nl/geo/district/SD/1254,SD,"POLYGON((4.8791409110319 52.381832647114,4.8790418534241 52.382057641693,4.8751029607548 52.38440221284,4.8750518437945 52.385656436802,4.8810998892698 52.385747268545,4.8819719019626 52.385472935754,4.8824557544588 52.385336015783,4.881724959654 52.384130790513,4.8805765566067 52.382268524808,4.8795172722904 52.381930143193,4.8791409110319 52.381832647114))"
https://adamlink.nl/geo/district/SE/1322,SE,"POLYGON((4.8673955475657 52.371833673389,4.8660308900816 52.371553949805,4.8687220972588 52.374625043518,4.8689820361365 52.374518838538,4.8734998798887 52.379680241443,4.8738319063833 52.380545790457,4.8791409110319 52.381832647114,4.8795172722904 52.381930143193,4.8800214882424 52.381263573335,4.8786155115042 52.379065178903,4.8783058458426 52.378612034727,4.8769120703258 52.376613995033,4.876268837662 52.375608338011,4.8755785893474 52.37445227083,4.8754898486638 52.373897028444,4.8754960570502 52.373428457137,4.8673955475657 52.371833673389))"
https://adamlink.nl/geo/district/SF/1258,SF,"POLYGON((4.8673955475657 52.371833673389,4.8754960570502 52.373428457137,4.8753097740586 52.373068301809,4.874660416829 52.372606007114,4.8744399152376 52.372246026157,4.8745098747847 52.371916367449,4.875006299763 52.370742604905,4.8755742844402 52.369480974661,4.8758573685959 52.369120288212,4.8765852386972 52.368523112944,4.8707332015891 52.36687241966,4.8673955475657 52.371833673389))"
https://adamlink.nl/geo/district/SG/1305,SG,"POLYGON((4.8675159401916 52.366023017305,4.8707332015891 52.36687241966,4.8765852386972 52.368523112944,4.877036819733 52.368322061904,4.8772709870968 52.367680282657,4.877316128853 52.36720553824,4.8776040717084 52.366807505862,4.8732687186245 52.365571694811,4.8686418496423 52.364328603222,4.8675159401916 52.366023017305))"
https://adamlink.nl/geo/district/SH/1276,SH,"POLYGON((4.8637829721418 52.363133549653,4.8686418496423 52.364328603222,4.8732687186245 52.365571694811,4.8776040717084 52.366807505862,4.8789748549927 52.365782995854,4.8793252054444 52.364946888008,4.8791828578424 52.364564122281,4.8795616881462 52.364039494963,4.8735996682286 52.36235425908,4.8655115538908 52.360324954895,4.8637829721418 52.363133549653))"
https://adamlink.nl/geo/district/SJ/1264,SJ,"POLYGON((4.8735996682286 52.36235425908,4.8795616881462 52.364039494963,4.8803952273495 52.363790999933,4.8812236900406 52.363257742384,4.8815893018656 52.362870271755,4.8817350101012 52.362393217297,4.8820664655068 52.362068923879,4.8767075431074 52.360623995542,4.8755843234417 52.360316550457,4.874675427172 52.360980200386,4.8737722650975 52.361003181508,4.8738851616301 52.361439824775,4.8735996682286 52.36235425908))"
https://adamlink.nl/geo/district/SK/1326,SK,"POLYGON((4.8646322260945 52.360126548919,4.8655115538908 52.360324954895,4.8735996682286 52.36235425908,4.8738851616301 52.361439824775,4.8737722650975 52.361003181508,4.874675427172 52.360980200386,4.8755843234417 52.360316550457,4.8661706522177 52.35773974617,4.8646322260945 52.360126548919))"
https://adamlink.nl/geo/district/SL/1309,SL,"POLYGON((4.8531395848772 52.354148030498,4.853776507449 52.356237847253,4.8540716235145 52.357210634596,4.854304811385 52.357463055994,4.8646322260945 52.360126548919,4.8661706522177 52.35773974617,4.8531395848772 52.354148030498))"
https://adamlink.nl/geo/district/SM/1334,SM,"POLYGON((4.8646322260945 52.360126548919,4.854304811385 52.357463055994,4.8554644191679 52.358757273893,4.8570508077635 52.360761931596,4.8573487667179 52.36157676983,4.8637829721418 52.363133549653,4.8655115538908 52.360324954895,4.8646322260945 52.360126548919))"
https://adamlink.nl/geo/district/SN/1288,SN,"POLYGON((4.8573487667179 52.36157676983,4.8595176178437 52.364059391139,4.8675159401916 52.366023017305,4.8686418496423 52.364328603222,4.8637829721418 52.363133549653,4.8573487667179 52.36157676983))"
https://adamlink.nl/geo/district/SO/1307,SO,"POLYGON((4.8660308900816 52.371553949805,4.8673955475657 52.371833673389,4.8707332015891 52.36687241966,4.8675159401916 52.366023017305,4.8595176178437 52.364059391139,4.8660308900816 52.371553949805))"
https://adamlink.nl/geo/district/SS/1320,SS,"POLYGON((4.8861802583825 52.378078872078,4.8870700164447 52.379059556069,4.8884046393778 52.380527772927,4.8898546146531 52.379689545608,4.894048041472 52.378817749851,4.89210171275 52.377033305258,4.8912928597692 52.376296963395,4.8896462241237 52.376944853205,4.8861802583825 52.378078872078))"
https://adamlink.nl/geo/district/T-I/1282,T-I,"POLYGON((4.9266166544436 52.375197487553,4.9180930623322 52.369671958311,4.9132924950121 52.371233371445,4.9104161847266 52.372245263786,4.9096635496646 52.372716254356,4.9153459457217 52.376782651114,4.9217460885074 52.375882515472,4.9266166544436 52.375197487553))"
https://adamlink.nl/geo/district/T-II/1347,T-II,"POLYGON((4.9180930623322 52.369671958311,4.9266166544436 52.375197487553,4.9278773181649 52.37502518419,4.9302481186044 52.374163657299,4.9319415474853 52.372946003962,4.9313582553065 52.372647329155,4.9315652299422 52.372233776087,4.9241517745614 52.367638481427,4.9180930623322 52.369671958311))"
https://adamlink.nl/geo/district/T-III/1287,T-III,"POLYGON((4.9241517745614 52.367638481427,4.9315652299422 52.372233776087,4.9313582553065 52.372647329155,4.9319415474853 52.372946003962,4.9328751606228 52.372009102965,4.9331500823525 52.370850858201,4.9328996750747 52.36961545831,4.932079195594 52.367540595265,4.9263277205276 52.367507623611,4.9252242795238 52.367466148575,4.9241517745614 52.367638481427))"
https://adamlink.nl/geo/district/TT-I/1341,TT-I,"POLYGON((4.8900246309215 52.382273778121,4.8958479936705 52.380036069979,4.8954095608808 52.379733818632,4.894048041472 52.378817749851,4.8898546146531 52.379689545608,4.8884046393778 52.380527772927,4.8900246309215 52.382273778121))"
https://adamlink.nl/geo/district/TT-II/1268,TT-II,"POLYGON((4.8969934101867 52.384419048238,4.8992889484088 52.382489619334,4.8973267966242 52.381671666865,4.8958479936705 52.380036069979,4.8900246309215 52.382273778121,4.8904612433314 52.382610037638,4.8912428079083 52.382806886395,4.894904846591 52.383350975491,4.8969934101867 52.384419048238))"
https://adamlink.nl/geo/district/U-I/1303,U-I,"POLYGON((4.9059873991483 52.379664221763,4.909901101463 52.379348363694,4.9152636262835 52.379612536027,4.9225453691797 52.378153821336,4.9217460885074 52.375882515472,4.9153459457217 52.376782651114,4.9096635496646 52.372716254356,4.9090426270458 52.372394606959,4.9079136744552 52.37276220854,4.9035107580597 52.375243435067,4.903821221333 52.375932645222,4.9037365498875 52.376472515749,4.9032661529734 52.376886029128,4.9059873991483 52.379664221763))"
https://adamlink.nl/geo/district/U-II/1291,U-II,"POLYGON((4.9100112846068 52.369286356676,4.910762247776 52.369764612241,4.9106746244995 52.370166790209,4.9101719638145 52.370433117518,4.9096607358957 52.370191080121,4.9081220556613 52.37106432462,4.9061953239298 52.37203046467,4.9034609032183 52.373695984497,4.9031541184452 52.374376452013,4.9035107580597 52.375243435067,4.9079136744552 52.37276220854,4.9090426270458 52.372394606959,4.9096635496646 52.372716254356,4.9104161847266 52.372245263786,4.9132924950121 52.371233371445,4.9180930623322 52.369671958311,4.9241517745614 52.367638481427,4.9252242795238 52.367466148575,4.9248667778631 52.367098502908,4.9239157225361 52.366746805263,4.9223454503978 52.365742783103,4.9219879487409 52.365880654814,4.9209347186732 52.36535670031,4.9104990600415 52.368961166037,4.9100112846068 52.369286356676))"
https://adamlink.nl/geo/district/U-III/1257,U-III,"POLYGON((4.9230131375522 52.364183156801,4.922285069883 52.363726105986,4.9202992751041 52.364980357984,4.9209347186732 52.36535670031,4.9219879487409 52.365880654814,4.9223454503978 52.365742783103,4.9239157225361 52.366746805263,4.9248667778631 52.367098502908,4.9252242795238 52.367466148575,4.9263277205276 52.367507623611,4.927107509437 52.366716320714,4.9230131375522 52.364183156801))"
https://adamlink.nl/geo/district/UU-I/1321,UU-I,"POLYGON((4.882649260237 52.383920389152,4.8837283311014 52.38534403509,4.8842900141517 52.385828549515,4.885707435059 52.387901336078,4.8857981236805 52.388170889827,4.8861142548986 52.388165363476,4.8858802818393 52.386751765355,4.8861371784779 52.386755451004,4.8859627115251 52.384914125196,4.8887565838167 52.383320711898,4.8904612433314 52.382610037638,4.8900246309215 52.382273778121,4.8884046393778 52.380527772927,4.8879997331818 52.380734649376,4.8829681713731 52.383651502962,4.882649260237 52.383920389152))"
https://adamlink.nl/geo/district/UU-II/1278,UU-II,"POLYGON((4.8857981236805 52.388170889827,4.885707435059 52.387901336078,4.8842900141517 52.385828549515,4.8837283311014 52.38534403509,4.882649260237 52.383920389152,4.881724959654 52.384130790513,4.8824557544588 52.385336015783,4.8833520338113 52.386367075115,4.8840510299448 52.387381750156,4.8845351693597 52.388415300819,4.8857981236805 52.388170889827))"
https://adamlink.nl/geo/district/V-I/1266,V-I,"POLYGON((4.9041777576686 52.367618284183,4.9044889946875 52.367717227971,4.9049816473164 52.367951257058,4.9054379864964 52.368318087505,4.9054062876683 52.368542425653,4.9096607358957 52.370191080121,4.9101719638145 52.370433117518,4.9106746244995 52.370166790209,4.910762247776 52.369764612241,4.9100112846068 52.369286356676,4.9064165377302 52.366912058721,4.9041777576686 52.367618284183))"
https://adamlink.nl/geo/district/V-II/1325,V-II,"POLYGON((4.9064165377302 52.366912058721,4.9100112846068 52.369286356676,4.9104990600415 52.368961166037,4.9209347186732 52.36535670031,4.9202992751041 52.364980357984,4.922285069883 52.363726105986,4.9217403877045 52.363491159909,4.9199375648236 52.363298201455,4.9187117263639 52.362375587974,4.9181247718858 52.362167297437,4.9174345010697 52.36214640465,4.9168808787005 52.363151381715,4.9145058804694 52.363802125347,4.906012203701 52.366710280683,4.9064165377302 52.366912058721))"
https://adamlink.nl/geo/district/VV-I/1330,VV-I,"POLYGON((4.8887565838167 52.383320711898,4.8859627115251 52.384914125196,4.8861371784779 52.386755451004,4.8858802818393 52.386751765355,4.8861142548986 52.388165363476,4.8910549768419 52.38846075494,4.8914874130401 52.385896209275,4.8912428079083 52.382806886395,4.8904612433314 52.382610037638,4.8887565838167 52.383320711898))"
https://adamlink.nl/geo/district/VV-II/1353,VV-II,"POLYGON((4.8845351693597 52.388415300819,4.8857089553602 52.390723693411,4.886061387248 52.39070061037,4.8902761410194 52.390183871412,4.8911604885056 52.390367602708,4.8918566746413 52.389012592934,4.8909535125653 52.388840343478,4.8910549768419 52.38846075494,4.8861142548986 52.388165363476,4.8857981236805 52.388170889827,4.8845351693597 52.388415300819))"
https://adamlink.nl/geo/district/VV-III/1327,VV-III,"POLYGON((4.8912428079083 52.382806886395,4.8914874130401 52.385896209275,4.8910549768419 52.38846075494,4.8909535125653 52.388840343478,4.8918566746413 52.389012592934,4.8911604885056 52.390367602708,4.8944908973684 52.390677636337,4.8969934101867 52.384419048238,4.894904846591 52.383350975491,4.8912428079083 52.382806886395))"
https://adamlink.nl/geo/district/W-I/1265,W-I,"POLYGON((4.901269749222 52.365784705632,4.906012203701 52.366710280683,4.9145058804694 52.363802125347,4.9033578237387 52.361645880302,4.9018141195393 52.364526076028,4.901269749222 52.365784705632))"
https://adamlink.nl/geo/district/W-II/1295,W-II,"POLYGON((4.9046070073424 52.359103576764,4.9033578237387 52.361645880302,4.9145058804694 52.363802125347,4.9168808787005 52.363151381715,4.9174345010697 52.36214640465,4.9159797574476 52.362049467794,4.9140807996247 52.361514196003,4.9115560926674 52.361230172382,4.9102906482391 52.36045241958,4.9082538829331 52.360722059644,4.9077187367847 52.360515465447,4.9066530093249 52.359710474525,4.9046070073424 52.359103576764))"
https://adamlink.nl/geo/district/WA/1357,WA,"POLYGON((4.9393729027019 52.367665015454,4.9548904509818 52.367851501369,4.9556939496295 52.368176459755,4.956132339097 52.368178056604,4.9566599690327 52.368018962673,4.9567149711305 52.367772275015,4.9767381741346 52.368090268577,4.9732109708509 52.360832385342,4.9602974580269 52.358124428025,4.9408287659877 52.358911363134,4.9396740430527 52.358670849499,4.9393729027019 52.367665015454))"
https://adamlink.nl/geo/district/WB/1267,WB,"POLYGON((4.932079195594 52.367540595265,4.9393729027019 52.367665015454,4.9396740430527 52.358670849499,4.937435196392 52.358147119429,4.9350765604328 52.359061282859,4.9330294536246 52.360363028917,4.9320004595895 52.361539847233,4.9309207919196 52.363376623494,4.9313544972596 52.366389251864,4.932079195594 52.367540595265))"
https://adamlink.nl/geo/district/WC/1317,WC,"POLYGON((4.9240101390992 52.361900660613,4.9309207919196 52.363376623494,4.9320004595895 52.361539847233,4.9330294536246 52.360363028917,4.9350765604328 52.359061282859,4.937435196392 52.358147119429,4.9294944652151 52.356313324032,4.9280640439084 52.35562079016,4.9261997111109 52.358505156128,4.9240101390992 52.361900660613))"
https://adamlink.nl/geo/district/WD/1351,WD,"POLYGON((4.9230131375522 52.364183156801,4.927107509437 52.366716320714,4.9263277205276 52.367507623611,4.932079195594 52.367540595265,4.9313544972596 52.366389251864,4.9309207919196 52.363376623494,4.9240101390992 52.361900660613,4.9230131375522 52.364183156801))"
https://adamlink.nl/geo/district/WE/1299,WE,"POLYGON((4.9261997111109 52.358505156128,4.9155488357805 52.355421306507,4.9137964773303 52.355349905652,4.911649024389 52.356157104933,4.9106915306621 52.357162278689,4.9101872749044 52.358405426343,4.9104548652418 52.359608745315,4.9102906482391 52.36045241958,4.9115560926674 52.361230172382,4.9140807996247 52.361514196003,4.9159797574476 52.362049467794,4.9174345010697 52.36214640465,4.9181247718858 52.362167297437,4.9187117263639 52.362375587974,4.9199375648236 52.363298201455,4.9217403877045 52.363491159909,4.922285069883 52.363726105986,4.9230131375522 52.364183156801,4.9240101390992 52.361900660613,4.9261997111109 52.358505156128))"
https://adamlink.nl/geo/district/WF/1316,WF,"POLYGON((4.9155488357805 52.355421306507,4.9261997111109 52.358505156128,4.9280640439084 52.35562079016,4.9152241228797 52.349687893203,4.9142936730984 52.351466074875,4.9145226167786 52.353012729484,4.9151415773035 52.354153035646,4.9159074241428 52.35467133374,4.9155488357805 52.355421306507))"
https://adamlink.nl/geo/district/WG/1279,WG,"POLYGON((4.9152241228797 52.349687893203,4.9120625737394 52.348499683609,4.9115921781403 52.349591586324,4.9100869067403 52.35241889946,4.9088262430163 52.353579656227,4.906037160442 52.356163802758,4.9046070073424 52.359103576764,4.9066530093249 52.359710474525,4.9077187367847 52.360515465447,4.9082538829331 52.360722059644,4.9102906482391 52.36045241958,4.9104548652418 52.359608745315,4.9101872749044 52.358405426343,4.9106915306621 52.357162278689,4.911649024389 52.356157104933,4.9137964773303 52.355349905652,4.9155488357805 52.355421306507,4.9159074241428 52.35467133374,4.9151415773035 52.354153035646,4.9145226167786 52.353012729484,4.9142936730984 52.351466074875,4.9152241228797 52.349687893203))"
https://adamlink.nl/geo/district/WW/1301,WW,"POLYGON((4.9183346402506 52.389612028707,4.9060814785365 52.380830005585,4.9059873991483 52.379664221763,4.9001921078877 52.381720111216,4.8992889484088 52.382489619334,4.8969934101867 52.384419048238,4.8944908973684 52.390677636337,4.8915556206556 52.39465626159,4.8954641341206 52.398364282247,4.9183346402506 52.389612028707))"
https://adamlink.nl/geo/district/X-I/1359,X-I,"POLYGON((4.8957813824722 52.365758863748,4.8902484281328 52.366525437379,4.8890782009284 52.367038923032,4.8897822904304 52.367263116995,4.8907074659434 52.367045100524,4.8918627025954 52.366881833491,4.8931696144379 52.366907466838,4.8935941399455 52.366916262116,4.8957448010982 52.366301438634,4.8957813824722 52.365758863748))"
https://adamlink.nl/geo/district/X-II/1319,X-II,"POLYGON((4.8890782009284 52.367038923032,4.8902484281328 52.366525437379,4.8957813824722 52.365758863748,4.8958565972052 52.364643278934,4.8959080261154 52.363373786942,4.8924076112996 52.363864010629,4.8894044451002 52.364257769195,4.8864572717703 52.365973738192,4.8879529820968 52.366680634394,4.8890782009284 52.367038923032))"
https://adamlink.nl/geo/district/XX/1283,XX,"POLYGON((4.9059873991483 52.379664221763,4.9060814785365 52.380830005585,4.9183346402506 52.389612028707,4.9359610891765 52.382897325519,4.9357352986551 52.382529808292,4.9286981608357 52.382437928532,4.9152636262835 52.379612536027,4.909901101463 52.379348363694,4.9059873991483 52.379664221763))"
https://adamlink.nl/geo/district/Y-I/1360,Y-I,"POLYGON((4.8959741966251 52.367396301437,4.8958299312626 52.367102543027,4.8959647201807 52.366464593005,4.8957448010982 52.366301438634,4.8935941399455 52.366916262116,4.8931696144379 52.366907466838,4.8939770462461 52.367302893013,4.8943146821735 52.367214976823,4.8951491275589 52.36725409458,4.8959741966251 52.367396301437))"
https://adamlink.nl/geo/district/Y-II/1348,Y-II,"POLYGON((4.8957448010982 52.366301438634,4.8959647201807 52.366464593005,4.8958299312626 52.367102543027,4.8959741966251 52.367396301437,4.8971995196881 52.367429218753,4.8981740432717 52.367336885731,4.8997829816004 52.367079280058,4.9008327601707 52.366606978408,4.901269749222 52.365784705632,4.9018141195393 52.364526076028,4.8959080261154 52.363373786942,4.8958565972052 52.364643278934,4.8957448010982 52.366301438634))"
https://adamlink.nl/geo/district/YY/1296,YY,"POLYGON((4.9365356609957 52.384571423717,4.9506441196395 52.38415196395,4.953235487568 52.384655261399,4.9554453735854 52.384706275053,4.9598055451422 52.383713074297,4.9612868859973 52.382902610918,4.9607294834375 52.382492705022,4.9594673418243 52.382402279606,4.9598606959162 52.38163083629,4.9581105520334 52.381216607947,4.9579801993464 52.380185650764,4.953596558334 52.376434171399,4.9444892261977 52.375112365093,4.9430930407007 52.374420145721,4.9403941320651 52.3742167764,4.9326638058904 52.375518401664,4.9319415474853 52.372946003962,4.9302481186044 52.374163657299,4.9278773181649 52.37502518419,4.9266166544436 52.375197487553,4.9217460885074 52.375882515472,4.9225453691797 52.378153821336,4.9152636262835 52.379612536027,4.9286981608357 52.382437928532,4.9357352986551 52.382529808292,4.9359610891765 52.382897325519,4.9365356609957 52.384571423717))"
https://adamlink.nl/geo/district/Z-I/1356,Z-I,"POLYGON((4.9033578237387 52.361645880302,4.8961319354909 52.360274711651,4.8959080261154 52.363373786942,4.9018141195393 52.364526076028,4.9033578237387 52.361645880302))"
https://adamlink.nl/geo/district/Z-II/1289,Z-II,"POLYGON((4.8961319354909 52.360274711651,4.9033578237387 52.361645880302,4.9046070073424 52.359103576764,4.8981763867615 52.357940553359,4.8961281469241 52.358024055814,4.8963314419353 52.359674458024,4.8961572534263 52.359679858174,4.8961319354909 52.360274711651))"
https://adamlink.nl/geo/district/ZA/1285,ZA,"POLYGON((4.8549643915423 52.416300399539,4.8615835320673 52.414124983054,4.8661877453657 52.412169300993,4.8721451693151 52.408733861928,4.8915556206556 52.39465626159,4.8944908973684 52.390677636337,4.8911604885056 52.390367602708,4.8902761410194 52.390183871412,4.886061387248 52.39070061037,4.8857089553602 52.390723693411,4.8782311077709 52.391652390636,4.8771111337241 52.392536374274,4.8765765482991 52.392781293314,4.8742855405133 52.39288947095,4.8723473585542 52.392832757655,4.8710915049823 52.392945368688,4.8706135500647 52.39288802804,4.8700044876876 52.392799380962,4.8691790469126 52.392822317344,4.8677117599778 52.392377779301,4.8651149335602 52.392005164101,4.8605907932229 52.391516173376,4.8589794580934 52.395647553105,4.8592560497337 52.395905130853,4.8404062216973 52.404391223334,4.851120302135 52.413688991066,4.8523997817529 52.41573182377,4.8549643915423 52.416300399539))"
https://adamlink.nl/geo/district/ZZ/1246,ZZ,"POLYGON((4.9612868859973 52.382902610918,4.9616751837232 52.382657109148,4.9632245594934 52.383897099866,4.964353274322 52.383267816927,4.96840557024 52.379546710988,4.972855642758 52.380109809013,4.9739117636488 52.379716333632,4.978119494217 52.376134982412,4.9796284377232 52.374165089641,4.9767381741346 52.368090268577,4.9567149711305 52.367772275015,4.9566599690327 52.368018962673,4.956132339097 52.368178056604,4.9556939496295 52.368176459755,4.9548904509818 52.367851501369,4.9393729027019 52.367665015454,4.932079195594 52.367540595265,4.9328996750747 52.36961545831,4.9331500823525 52.370850858201,4.9328751606228 52.372009102965,4.9319415474853 52.372946003962,4.9326638058904 52.375518401664,4.9403941320651 52.3742167764,4.9430930407007 52.374420145721,4.9444892261977 52.375112365093,4.953596558334 52.376434171399,4.9579801993464 52.380185650764,4.9581105520334 52.381216607947,4.9598606959162 52.38163083629,4.9594673418243 52.382402279606,4.9607294834375 52.382492705022,4.9612868859973 52.382902610918))"
