district,label,wkt
https://adamlink.nl/geo/district/CC-I/1280,CC-I,"POLYGON((4.8868051012559 52.361643418628,4.8846738299964 52.362712118867,4.883546259867 52.363257999627,4.8826206360974 52.363915303746,4.8830405775384 52.364384633461,4.8864572717703 52.365973738192,4.8894044451002 52.364257769195,4.8880118478668 52.362714360528,4.8878563088382 52.362774039448,4.8868051012559 52.361643418628))"
https://adamlink.nl/geo/district/CC-II/1249,CC-II,"POLYGON((4.8826206360974 52.363915303746,4.883546259867 52.363257999627,4.8846738299964 52.362712118867,4.8868051012559 52.361643418628,4.8869374420145 52.361568833258,4.8862369118528 52.360780792545,4.8840762473634 52.361845283324,4.8826344186225 52.361938162408,4.8820664655068 52.362068923879,4.8817350101012 52.362393217297,4.8815893018656 52.362870271755,4.8812236900406 52.363257742384,4.8826206360974 52.363915303746))"
https://adamlink.nl/geo/district/D/1312,D,"POLYGON((4.8939770462461 52.367302893013,4.8931696144379 52.366907466838,4.8918627025954 52.366881833491,4.8907074659434 52.367045100524,4.8897822904304 52.367263116995,4.8893499435354 52.367596097884,4.8887057724624 52.368025248753,4.8889332759948 52.368523703549,4.8891945698149 52.368733254217,4.8907194245473 52.368921212612,4.8917506480822 52.369046568588,4.8923162823592 52.369088540456,4.8926649435128 52.368511528529,4.8939770462461 52.367302893013))"
https://adamlink.nl/geo/district/DD-I/1260,DD-I,"POLYGON((4.8762818431773 52.372318288611,4.8768656284253 52.37384002309,4.8831371466391 52.375243561454,4.8834746382165 52.375158278044,4.8831473170553 52.374749915947,4.8830451663103 52.374001841262,4.8762818431773 52.372318288611))"
https://adamlink.nl/geo/district/DD-II/1298,DD-II,"POLYGON((4.8762818431773 52.372318288611,4.8745098747847 52.371916367449,4.8744399152376 52.372246026157,4.874660416829 52.372606007114,4.8753097740586 52.373068301809,4.8754960570502 52.373428457137,4.8754898486638 52.373897028444,4.8768656284253 52.37384002309,4.8762818431773 52.372318288611))"
https://adamlink.nl/geo/district/E/1314,E,"POLYGON((4.8891945698149 52.368733254217,4.8892863387791 52.369365718323,4.8902690971246 52.370876075461,4.8905117936464 52.371307627708,4.8905452298393 52.371724487285,4.8906208899055 52.372605591579,4.8913800678219 52.372716448017,4.8923872116167 52.372813355973,4.8933891058695 52.372641899591,4.8930844206179 52.372185182055,4.8923162823592 52.369088540456,4.8917506480822 52.369046568588,4.8907194245473 52.368921212612,4.8891945698149 52.368733254217))"
https://adamlink.nl/geo/district/EE-I/1302,EE-I,"POLYGON((4.8766983143462 52.371158913357,4.8761806973746 52.371877657994,4.8762818431773 52.372318288611,4.8830451663103 52.374001841262,4.8829229580514 52.37271952248,4.8766983143462 52.371158913357))"
https://adamlink.nl/geo/district/EE-II/1255,EE-II,"POLYGON((4.8745098747847 52.371916367449,4.8762818431773 52.372318288611,4.8761806973746 52.371877657994,4.8766983143462 52.371158913357,4.875006299763 52.370742604905,4.8745098747847 52.371916367449))"
https://adamlink.nl/geo/district/F/1269,F,"POLYGON((4.8887057724624 52.368025248753,4.8878011856033 52.368770510521,4.8884726337249 52.372178425508,4.8888373350027 52.372174558787,4.8896376278591 52.372325857604,4.8906208899055 52.372605591579,4.8905452298393 52.371724487285,4.8905117936464 52.371307627708,4.8902690971246 52.370876075461,4.8892863387791 52.369365718323,4.8891945698149 52.368733254217,4.8889332759948 52.368523703549,4.8887057724624 52.368025248753))"
https://adamlink.nl/geo/district/FF-I/1262,FF-I,"POLYGON((4.8777368007287 52.369635470304,4.8766983143462 52.371158913357,4.8829229580514 52.37271952248,4.8828945971094 52.372418850442,4.8827728729003 52.371114463521,4.8777368007287 52.369635470304))"
https://adamlink.nl/geo/district/FF-II/1349,FF-II,"POLYGON((4.8766983143462 52.371158913357,4.8777368007287 52.369635470304,4.8758573685959 52.369120288212,4.8755742844402 52.369480974661,4.875006299763 52.370742604905,4.8766983143462 52.371158913357))"
https://adamlink.nl/geo/district/G/1345,G,"POLYGON((4.8884726337249 52.372178425508,4.8893706618876 52.374577352331,4.8912928597692 52.376296963395,4.89210171275 52.377033305258,4.8942221761545 52.376627650404,4.893880514455 52.376420437627,4.8920725280562 52.375175856469,4.8909695349143 52.374059573979,4.8905059416511 52.373270895456,4.8906208899055 52.372605591579,4.8896376278591 52.372325857604,4.8888373350027 52.372174558787,4.8884726337249 52.372178425508))"
https://adamlink.nl/geo/district/GG-I/1339,GG-I,"POLYGON((4.879054666377 52.367764178842,4.8788225258211 52.3681281484,4.8777368007287 52.369635470304,4.8827728729003 52.371114463521,4.8826071167247 52.368899927855,4.879054666377 52.367764178842))"
https://adamlink.nl/geo/district/GG-II/1250,GG-II,"POLYGON((4.8777368007287 52.369635470304,4.8788225258211 52.3681281484,4.8772709870968 52.367680282657,4.877036819733 52.368322061904,4.8765852386972 52.368523112944,4.8758573685959 52.369120288212,4.8777368007287 52.369635470304))"
https://adamlink.nl/geo/district/H/1344,H,"POLYGON((4.893880514455 52.376420437627,4.8942583157116 52.376264552617,4.8951400669159 52.376197626305,4.8954077988042 52.376174586454,4.8956650063921 52.376107453244,4.8956325166621 52.376076227564,4.8964518316748 52.375738812974,4.89701730786 52.375538535603,4.8973674245765 52.375352439664,4.8940016844399 52.373165701087,4.8933891058695 52.372641899591,4.8923872116167 52.372813355973,4.8913800678219 52.372716448017,4.8906208899055 52.372605591579,4.8905059416511 52.373270895456,4.8909695349143 52.374059573979,4.8920725280562 52.375175856469,4.893880514455 52.376420437627))"
https://adamlink.nl/geo/district/HH-I/1304,HH-I,"POLYGON((4.8808764148996 52.365515718061,4.879054666377 52.367764178842,4.8826071167247 52.368899927855,4.8847478901919 52.368864885689,4.8866989508899 52.368783763484,4.8866437916812 52.367578678252,4.8808764148996 52.365515718061))"
https://adamlink.nl/geo/district/HH-II/1329,HH-II,"POLYGON((4.879054666377 52.367764178842,4.8808764148996 52.365515718061,4.8793252054444 52.364946888008,4.8789748549927 52.365782995854,4.8776040717084 52.366807505862,4.877316128853 52.36720553824,4.8772709870968 52.367680282657,4.8788225258211 52.3681281484,4.879054666377 52.367764178842))"
https://adamlink.nl/geo/district/J/1328,J,"POLYGON((4.8933891058695 52.372641899591,4.8940016844399 52.373165701087,4.8973674245765 52.375352439664,4.8978570663421 52.375151560223,4.897983360092 52.375229905523,4.8993722345601 52.374733888742,4.8958386350394 52.371874584589,4.894081197814 52.372444276611,4.8940552398046 52.3725113078,4.8933891058695 52.372641899591))"
https://adamlink.nl/geo/district/JJ-I/1358,JJ-I,"POLYGON((4.882916899882 52.364246410382,4.8825549306553 52.364492663583,4.8823641049575 52.364426695909,4.8820638869204 52.364620877649,4.8819155577141 52.364561605979,4.8806719560447 52.365440742795,4.8808764148996 52.365515718061,4.8866437916812 52.367578678252,4.8866989508899 52.368783763484,4.8878011856033 52.368770510521,4.8887057724624 52.368025248753,4.8893499435354 52.367596097884,4.8897822904304 52.367263116995,4.8879529820968 52.366680634394,4.8864572717703 52.365973738192,4.8830405775384 52.364384633461,4.882916899882 52.364246410382))"
https://adamlink.nl/geo/district/JJ-II/1331,JJ-II,"POLYGON((4.8806719560447 52.365440742795,4.8819155577141 52.364561605979,4.8820638869204 52.364620877649,4.8823641049575 52.364426695909,4.8825549306553 52.364492663583,4.882916899882 52.364246410382,4.8826206360974 52.363915303746,4.8812236900406 52.363257742384,4.8803952273495 52.363790999933,4.8795616881462 52.364039494963,4.8791828578424 52.364564122281,4.8793252054444 52.364946888008,4.8806719560447 52.365440742795))"
https://adamlink.nl/geo/district/K/1252,K,"POLYGON((4.8993722345601 52.374733888742,4.9003534217422 52.374442999881,4.9006472983498 52.374358828391,4.9013332554742 52.37413965858,4.9009841026116 52.373526191375,4.9008589264407 52.373306899207,4.9005909791526 52.373351418997,4.9003720587607 52.37292383183,4.9006316765685 52.37283902479,4.900639722546 52.372506063622,4.9004097667956 52.372276077204,4.8999080193387 52.372300083745,4.8987259486658 52.370980871577,4.8968319677408 52.371497666569,4.8958386350394 52.371874584589,4.8993722345601 52.374733888742))"
https://adamlink.nl/geo/district/KK/1308,KK,"POLYGON((4.8826071167247 52.368899927855,4.8827728729003 52.371114463521,4.8828945971094 52.372418850442,4.8848606650575 52.372372450377,4.8869921774143 52.372275462462,4.8884726337249 52.372178425508,4.8878011856033 52.368770510521,4.8866989508899 52.368783763484,4.8847478901919 52.368864885689,4.8826071167247 52.368899927855))"
https://adamlink.nl/geo/district/L-I/1251,L-I,"POLYGON((4.89210171275 52.377033305258,4.894048041472 52.378817749851,4.8954095608808 52.379733818632,4.8976783593796 52.378671935212,4.8994811072392 52.377365457325,4.89701730786 52.375538535603,4.8964518316748 52.375738812974,4.8956325166621 52.376076227564,4.8956650063921 52.376107453244,4.8954077988042 52.376174586454,4.8951400669159 52.376197626305,4.8942583157116 52.376264552617,4.893880514455 52.376420437627,4.8942221761545 52.376627650404,4.89210171275 52.377033305258))"
https://adamlink.nl/geo/district/L-II/1342,L-II,"POLYGON((4.8992889484088 52.382489619334,4.9001921078877 52.381720111216,4.9059873991483 52.379664221763,4.9032661529734 52.376886029128,4.9027863468277 52.377081293838,4.9011799413693 52.37736701658,4.8994811072392 52.377365457325,4.8976783593796 52.378671935212,4.8954095608808 52.379733818632,4.8958479936705 52.380036069979,4.8973267966242 52.381671666865,4.8992889484088 52.382489619334))"
https://adamlink.nl/geo/district/LL/1323,LL,"POLYGON((4.8830451663103 52.374001841262,4.8831473170553 52.374749915947,4.8834746382165 52.375158278044,4.8842693761779 52.375975352676,4.8876104759297 52.374817329704,4.8878862744975 52.374738025784,4.8880164274776 52.374855617813,4.8890957103189 52.374538293912,4.8893706618876 52.374577352331,4.8884726337249 52.372178425508,4.8869921774143 52.372275462462,4.8848606650575 52.372372450377,4.8828945971094 52.372418850442,4.8829229580514 52.37271952248,4.8830451663103 52.374001841262))"
https://adamlink.nl/geo/district/M/1336,M,"POLYGON((4.89701730786 52.375538535603,4.8994811072392 52.377365457325,4.9011799413693 52.37736701658,4.9027863468277 52.377081293838,4.9013332554742 52.37413965858,4.9006472983498 52.374358828391,4.9003534217422 52.374442999881,4.8993722345601 52.374733888742,4.897983360092 52.375229905523,4.8978570663421 52.375151560223,4.8973674245765 52.375352439664,4.89701730786 52.375538535603))"
https://adamlink.nl/geo/district/MM-I/1311,MM-I,"POLYGON((4.8768656284253 52.37384002309,4.877064838958 52.374363396036,4.8776628639213 52.375260284429,4.8777783824803 52.375227894319,4.8849371599897 52.37672966998,4.8842693761779 52.375975352676,4.8834746382165 52.375158278044,4.8831371466391 52.375243561454,4.8768656284253 52.37384002309))"
https://adamlink.nl/geo/district/MM-II/1355,MM-II,"POLYGON((4.8776628639213 52.375260284429,4.877064838958 52.374363396036,4.8768656284253 52.37384002309,4.8754898486638 52.373897028444,4.8755785893474 52.37445227083,4.876268837662 52.375608338011,4.8776628639213 52.375260284429))"
https://adamlink.nl/geo/district/N/1333,N,"POLYGON((4.9009841026116 52.373526191375,4.9013332554742 52.37413965858,4.9027863468277 52.377081293838,4.9032661529734 52.376886029128,4.9037365498875 52.376472515749,4.903821221333 52.375932645222,4.9035107580597 52.375243435067,4.9031541184452 52.374376452013,4.9034609032183 52.373695984497,4.9061953239298 52.37203046467,4.9048058851334 52.371419302797,4.9009841026116 52.373526191375))"
https://adamlink.nl/geo/district/ND/1292,ND,"POLYGON((4.9221316789063 52.395972384836,4.923644101564 52.390221543698,4.9246479118218 52.390703140792,4.9308495258322 52.391612765319,4.9340075912937 52.39162489077,4.9346398620695 52.391562903019,4.9344352441864 52.390982473763,4.9352093935502 52.390770746322,4.9354144581431 52.391308239108,4.9367474185956 52.391356252774,4.9382597423542 52.391018499962,4.9389686881547 52.390312727304,4.9365356609957 52.384571423717,4.9359610891765 52.382897325519,4.9183346402506 52.389612028707,4.9190983001806 52.390196981271,4.9221316789063 52.395972384836))"
https://adamlink.nl/geo/district/NN-I/1281,NN-I,"POLYGON((4.8776628639213 52.375260284429,4.8782888016053 52.376292491201,4.8784375835341 52.376245118071,4.8843350502887 52.377465708107,4.8859389533219 52.37780986378,4.8849371599897 52.37672966998,4.8777783824803 52.375227894319,4.8776628639213 52.375260284429))"
https://adamlink.nl/geo/district/NN-II/1271,NN-II,"POLYGON((4.8782888016053 52.376292491201,4.8776628639213 52.375260284429,4.876268837662 52.375608338011,4.8769120703258 52.376613995033,4.8782888016053 52.376292491201))"
https://adamlink.nl/geo/district/O/1284,O,"POLYGON((4.9017459357212 52.370069145504,4.9012854288972 52.370510326183,4.9011422395499 52.370757198642,4.900704052573 52.372162383454,4.9004097667956 52.372276077204,4.900639722546 52.372506063622,4.9006316765685 52.37283902479,4.9003720587607 52.37292383183,4.9005909791526 52.373351418997,4.9008589264407 52.373306899207,4.9009841026116 52.373526191375,4.9048058851334 52.371419302797,4.9023289441902 52.37039052949,4.9017459357212 52.370069145504))"
https://adamlink.nl/geo/district/OO-I/1343,OO-I,"POLYGON((4.8782888016053 52.376292491201,4.8790597250194 52.377436618892,4.8792150557502 52.37766436976,4.8870700164447 52.379059556069,4.8861802583825 52.378078872078,4.8859389533219 52.37780986378,4.8843350502887 52.377465708107,4.8784375835341 52.376245118071,4.8782888016053 52.376292491201))"
https://adamlink.nl/geo/district/OO-II/1277,OO-II,"POLYGON((4.8790597250194 52.377436618892,4.8782888016053 52.376292491201,4.8769120703258 52.376613995033,4.8783058458426 52.378612034727,4.8788210123378 52.378369476297,4.8788621199136 52.37784367327,4.8786019855432 52.377584933612,4.8790597250194 52.377436618892))"
https://adamlink.nl/geo/district/OZ/1318,OZ,"POLYGON((4.8954641341206 52.398364282247,4.8915545036188 52.394658735617,4.8721451693151 52.408733861928,4.8661877453657 52.412169300993,4.8615835320673 52.414124983054,4.8549643915423 52.416300399539,4.856333137107 52.416660803623,4.8591546814632 52.419656551347,4.8608481103751 52.422525283265,4.8787608247672 52.414125109286,4.8824111048389 52.417177816597,4.8861871867586 52.414759970911,4.8877759468205 52.414914688136,4.8885753157854 52.414859016824,4.8926576531369 52.415568481158,4.895464825643 52.415901015198,4.896640591401 52.415220805089,4.8981006407796 52.414840680617,4.9046891025951 52.410085111508,4.9062696362166 52.408868448791,4.9063825314638 52.407261484331,4.9052159471023 52.406159532011,4.9024045195249 52.40432389017,4.9011577786529 52.403083328591,4.9016263773893 52.402970991071,4.8981402667659 52.39981938311,4.8954641341206 52.398364282247))"
https://adamlink.nl/geo/district/P/1270,P,"POLYGON((4.8981740432717 52.367336885731,4.8990270287121 52.368053073964,4.9003773028327 52.369190480243,4.9041777576686 52.367618284183,4.9064165377302 52.366912058721,4.906012203701 52.366710280683,4.901269749222 52.365784705632,4.9008327601707 52.366606978408,4.8997829816004 52.367079280058,4.8981740432717 52.367336885731))"
https://adamlink.nl/geo/district/PP-I/1335,PP-I,"POLYGON((4.8792150557502 52.37766436976,4.8799098345639 52.378701074392,4.8804608601774 52.379599745425,4.8879997331818 52.380734649376,4.8884046393778 52.380527772927,4.8870700164447 52.379059556069,4.8792150557502 52.37766436976))"
https://adamlink.nl/geo/district/PP-II/1313,PP-II,"POLYGON((4.8799098345639 52.378701074392,4.8792150557502 52.37766436976,4.8790597250194 52.377436618892,4.8786019855432 52.377584933612,4.8788621199136 52.37784367327,4.8788210123378 52.378369476297,4.8783058458426 52.378612034727,4.8786155115042 52.379065178903,4.8799098345639 52.378701074392))"
https://adamlink.nl/geo/district/Q/1340,Q,"POLYGON((4.9003773028327 52.369190480243,4.9010401525819 52.369599871189,4.9017459357212 52.370069145504,4.9038765793023 52.369210445903,4.9054062876683 52.368542425653,4.9054379864964 52.368318087505,4.9049816473164 52.367951257058,4.9044889946875 52.367717227971,4.9041777576686 52.367618284183,4.9003773028327 52.369190480243))"
https://adamlink.nl/geo/district/QQ-I/1272,QQ-I,"POLYGON((4.8804608601774 52.379599745425,4.8829681713731 52.383651502962,4.8879997331818 52.380734649376,4.8804608601774 52.379599745425))"
https://adamlink.nl/geo/district/QQ-II/1253,QQ-II,"POLYGON((4.8829681713731 52.383651502962,4.8804608601774 52.379599745425,4.8799098345639 52.378701074392,4.8786155115042 52.379065178903,4.8800214882424 52.381263573335,4.8795172722904 52.381930143193,4.8805765566067 52.382268524808,4.881724959654 52.384130790513,4.882649260237 52.383920389152,4.8829681713731 52.383651502962))"
https://adamlink.nl/geo/district/R/1286,R,"POLYGON((4.9017459357212 52.370069145504,4.9023289441902 52.37039052949,4.9048058851334 52.371419302797,4.9061953239298 52.37203046467,4.9081220556613 52.37106432462,4.9038765793023 52.369210445903,4.9017459357212 52.370069145504))"
https://adamlink.nl/geo/district/RR/1352,RR,"POLYGON((4.8861802583825 52.378078872078,4.8896462241237 52.376944853205,4.8912928597692 52.376296963395,4.8893706618876 52.374577352331,4.8890957103189 52.374538293912,4.8880164274776 52.374855617813,4.8878862744975 52.374738025784,4.8876104759297 52.374817329704,4.8842693761779 52.375975352676,4.8849371599897 52.37672966998,4.8859389533219 52.37780986378,4.8861802583825 52.378078872078))"
https://adamlink.nl/geo/district/S/1259,S,"POLYGON((4.9038765793023 52.369210445903,4.9081220556613 52.37106432462,4.9096607358957 52.370191080121,4.9054062876683 52.368542425653,4.9038765793023 52.369210445903))"
