rij,obs,pop,houseType,residenceStatus,kom,sex,buurtLabel,buurt,nadere_omschrijving1,nadere_omschrijving2
181,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N181-h,23,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt LL,https://adamlink.nl/geo/district/buurt-ll/116,Pastorie der Alg. Hulpkerk,Kom
182,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N182-h,918,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt LL,https://adamlink.nl/geo/district/buurt-ll/116,Overige huizen,Kom
184,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N184-h,9,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt MM,https://adamlink.nl/geo/district/buurt-mm/109,"Christ. Geref. Wees-, Oude Mannen- en Vrouwenhuis",Kom
186,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N186-h,2736,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt MM,https://adamlink.nl/geo/district/buurt-mm/109,Overige huizen,Kom
190,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N190-h,3860,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt NN,https://adamlink.nl/geo/district/buurt-nn/108,Overige huizen,Kom
191,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N191-h,10,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt OO,https://adamlink.nl/geo/district/buurt-oo/107,Regenboogs-Liefdehofje,Kom
193,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N193-h,4732,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt OO,https://adamlink.nl/geo/district/buurt-oo/107,Overige huizen,Kom
195,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N195-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt PP,https://adamlink.nl/geo/district/buurt-pp/106,Huiszitten-weduwenhof,Kom
196,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N196-h,4702,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt PP,https://adamlink.nl/geo/district/buurt-pp/106,Overige huizen,Kom
197,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N197-h,10,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt QQ,https://adamlink.nl/geo/district/buurt-qq/101,Lindenhofje,Kom
201,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N201-h,87,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt RR,https://adamlink.nl/geo/district/buurt-rr/117,Brandweerkazerne,Kom
202,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N202-h,841,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt RR,https://adamlink.nl/geo/district/buurt-rr/117,Overige huizen,Kom
204,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N204-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt SS,https://adamlink.nl/geo/district/buurt-ss/118,"Gesticht ""de Ster""",Kom
206,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N206-h,1685,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt SS,https://adamlink.nl/geo/district/buurt-ss/118,Overige huizen,Kom
207,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N207-h,49,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt TT,https://adamlink.nl/geo/district/buurt-tt/105,"Diaconie Wees-, Oude Mannen- en Vrouwenhuis der Hersteld Evangelisch Luth. gemeente",Kom
209,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N209-h,2443,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt TT,https://adamlink.nl/geo/district/buurt-tt/105,Overige huizen,Kom
211,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N211-h,4701,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt UU,https://adamlink.nl/geo/district/buurt-uu/102,Overige huizen,Kom
212,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N212-h,1402,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt VV,https://adamlink.nl/geo/district/buurt-vv/104,,Kom
213,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N213-h,880,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt WW,https://adamlink.nl/geo/district/buurt-ww/103,,Kom
214,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N214-h,30,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt WW,https://adamlink.nl/geo/district/buurt-ww/103,,Buiten de kom
215,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N215-h,42,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt XX,https://adamlink.nl/geo/district/buurt-xx/123,Buitengasthuis,Kom
216,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N216-h,2373,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt XX,https://adamlink.nl/geo/district/buurt-xx/123,Overige huizen,Kom
217,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N217-h,26,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt YY,https://adamlink.nl/geo/district/buurt-yy/124,Gesticht voor volwassen blinden,Kom
218,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N218-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt YY,https://adamlink.nl/geo/district/buurt-yy/124,Henriette Hofje (oude vrouwen),Kom
219,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N219-h,7320,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt YY,https://adamlink.nl/geo/district/buurt-yy/124,Overige huizen,Kom
220,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N220-h,3505,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt ZZ,https://adamlink.nl/geo/district/buurt-zz/150,,Kom
221,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N221-h,78,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt ZZ,https://adamlink.nl/geo/district/buurt-zz/150,,Buiten de kom
222,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N222-h,621,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,,,Arken en Keeten,Kom
223,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N223-h,553,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,,,Schepen te Amsterdam te huis behoorende,Kom
225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N225-h,251,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,,,,Buiten de kom
68,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N68-h,14,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt A,https://adamlink.nl/geo/district/buurt-a/134,Broederschap der R. C. gemeente,Kom
69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N69-h,1698,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt A,https://adamlink.nl/geo/district/buurt-a/134,Overige huizen,Kom
70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N70-h,74,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt B,https://adamlink.nl/geo/district/buurt-b/136,Binnen-Gasthuis,Kom
71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N71-h,28,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt B,https://adamlink.nl/geo/district/buurt-b/136,St. Bernardus gesticht,Kom
72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N72-h,977,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt B,https://adamlink.nl/geo/district/buurt-b/136,Overige huizen,Kom
73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N73-h,2757,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt C,https://adamlink.nl/geo/district/buurt-c/141,,Kom
75,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N75-h,9,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt D,https://adamlink.nl/geo/district/buurt-d/131,Hulphuis van arrest,Kom
76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N76-h,1217,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt D,https://adamlink.nl/geo/district/buurt-d/131,Overige huizen,Kom
77,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N77-h,76,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt E,https://adamlink.nl/geo/district/buurt-e/130,Burgerweeshuis,Kom
78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N78-h,1187,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt E,https://adamlink.nl/geo/district/buurt-e/130,Overige huizen,Kom
80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N80-h,1187,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt F,https://adamlink.nl/geo/district/buurt-f/121,Overige huizen,Kom
81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N81-h,1318,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt G,https://adamlink.nl/geo/district/buurt-g/120,,Kom
82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N82-h,2441,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt H,https://adamlink.nl/geo/district/buurt-h/129,,Kom
83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N83-h,2143,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt I,https://adamlink.nl/geo/district/buurt-j/133,,Kom
84,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N84-h,35,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt K,https://adamlink.nl/geo/district/buurt-k/135,Brandweerkazerne,Kom
85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N85-h,2557,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt K,https://adamlink.nl/geo/district/buurt-k/135,Overige huizen,Kom
87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N87-h,2989,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt L,https://adamlink.nl/geo/district/buurt-l/119,Overige huizen,Kom
88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N88-h,143,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt L,https://adamlink.nl/geo/district/buurt-l/119,,Buiten de kom
90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N90-h,2232,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt M,https://adamlink.nl/geo/district/buurt-m/132,Overige huizen,Kom
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N91-h,2505,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt N,https://adamlink.nl/geo/district/buurt-n/139,,Kom
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N92-h,2863,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt O,https://adamlink.nl/geo/district/buurt-o/140,,Kom
93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N93-h,9,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Port. Israël. oude mannenhuis,Kom
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N94-h,3,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Rijks-arsenaal,Kom
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N95-h,75,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Ned. Isr. Jongens-weeshuis,Kom
96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N96-h,208,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Diaconie-weeshuis,Kom
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N97-h,2366,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt P,https://adamlink.nl/geo/district/buurt-p/142,Overige huizen,Kom
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N98-h,22,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt Q,https://adamlink.nl/geo/district/buurt-q/144,"Port. Israël. Jongens weeshuis ""Abij Jetomim""",Kom
99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-N99-h,1893,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-M,Buurt Q,https://adamlink.nl/geo/district/buurt-q/144,Overige huizen,Kom
100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O100-h,2504,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt R,https://adamlink.nl/geo/district/buurt-r/146,,Kom
101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O101-h,2133,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt S,https://adamlink.nl/geo/district/buurt-s/145,,Kom
102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O102-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt T,https://adamlink.nl/geo/district/buurt-t/149,Mariniers-kazerne,Kom
103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O103-h,8614,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt T,https://adamlink.nl/geo/district/buurt-t/149,Overige huizen,Kom
108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O108-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Kosthuis No. 2 der Maatschappij tot Nut van 't Algemeen,Kom
109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O109-h,3,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Zeemanshuis,Kom
110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O110-h,89,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Kazerne Oranje-Nassau,Kom
111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O111-h,4590,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt U,https://adamlink.nl/geo/district/buurt-u/148,Overige huizen,Kom
112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O112-h,47,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Ned. Israël. Meisjesweeshuis,Kom
113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O113-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Port. Israël. Zieken- en Oude vrouwenhuis,Kom
114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O114-h,172,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,R. C. Oude mannen- en vrouwenhuis. St. Jacob,Kom
115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O115-h,14,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Cavallerie-Kazerne,Kom
116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O116-h,3212,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt V,https://adamlink.nl/geo/district/buurt-v/147,Overige huizen,Kom
117,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-O117-h,37,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#FeitelijkAanwezig,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,http://purl.org/linked-data/sdmx/2009/code#sex-F,Buurt W,https://adamlink.nl/geo/district/buurt-w/143,Corvershof,Kom
