rij,obs,pop,houseType,residenceStatus,kom,sex,BuurtLabel,buurt,Overig,Beschrijving
415,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O415-h,44,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk TIII. Huizen,https://adamlink.nl/geo/district/T-III/1287,,
416,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O416-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UI. H.M. Torpedo-instructieschip ""Vulkaan""",https://adamlink.nl/geo/district/U-I/1303,,M.I.
417,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O417-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UI. H.M. Wachtschip ""Adm. V. Wassenaar""",https://adamlink.nl/geo/district/U-I/1303,,M.I.
419,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O419-h,3,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk UI. Overige huizen,https://adamlink.nl/geo/district/U-I/1303,,
421,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O421-h,28,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk UII. Overige huizen,https://adamlink.nl/geo/district/U-II/1291,,
423,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O423-h,316,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UIII. Kazerne ""OranjeNassau""",https://adamlink.nl/geo/district/U-III/1257,,M.I.
425,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O425-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VI. Port. Isr. Zieken- en oude vrouwenhuis,https://adamlink.nl/geo/district/V-I/1266,,Verpl.
430,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O430-h,5,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VI. Overige huizen,https://adamlink.nl/geo/district/V-I/1266,,
433,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O433-h,43,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VII. Cavaleriekazerne,https://adamlink.nl/geo/district/V-II/1325,,M.I.
434,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O434-h,38,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VII. Overige huizen,https://adamlink.nl/geo/district/V-II/1325,,
444,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O444-h,47,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk WI. Ned. Isr. Oude mannen-, vrouwen-, en ziekenhuis",https://adamlink.nl/geo/district/W-I/1265,,Verpl.
449,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O449-h,38,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WI. Overige huizen,https://adamlink.nl/geo/district/W-I/1265,,
452,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O452-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WII. Inrichting v. ooglijders,https://adamlink.nl/geo/district/W-II/1295,,Verpl.
453,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O453-h,96,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WII. Militair Hospitaal,https://adamlink.nl/geo/district/W-II/1295,,M.I.
454,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O454-h,45,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WII. Emma-Kinderziekenhuis,https://adamlink.nl/geo/district/W-II/1295,,Verpl.
455,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O455-h,43,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WII. Overige huizen,https://adamlink.nl/geo/district/W-II/1295,,
456,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O456-h,18,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk XI. Huizen,https://adamlink.nl/geo/district/X-I/1359,,
457,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O457-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk XII. St. Willebrordusstichting,https://adamlink.nl/geo/district/X-II/1319,,Ond.
458,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O458-h,52,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Overige huizen,https://adamlink.nl/geo/district/X-II/1319,,
459,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O459-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk IJI. Huizen,https://adamlink.nl/geo/district/Y-I/1360,,
464,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O464-h,59,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk IJII. Overige huizen,https://adamlink.nl/geo/district/Y-II/1348,,
465,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O465-h,14,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk ZI. Ziekenhuis Ned. Herv. Diaconie,https://adamlink.nl/geo/district/Z-I/1356,,Verpl.
466,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O466-h,56,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk ZI. Overige huizen,https://adamlink.nl/geo/district/Z-I/1356,,
467,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O467-h,14,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk ZII. Ev. Luth. Weeshuis,https://adamlink.nl/geo/district/Z-II/1289,,Verpl.
468,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O468-h,33,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk ZII. Overige huizen,https://adamlink.nl/geo/district/Z-II/1289,,
473,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O473-h,35,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk A.AI. Overige huizen,https://adamlink.nl/geo/district/AA-I/1324,,
474,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O474-h,32,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk A.AII. Huizen,https://adamlink.nl/geo/district/AA-II/1275,,
476,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O476-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk B.BI. Weeshuis der Waalsch Herv. Gem.,https://adamlink.nl/geo/district/BB-I/1294,,Verpl.
480,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O480-h,45,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk B.BI. Overige huizen,https://adamlink.nl/geo/district/BB-I/1294,,
481,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O481-h,4,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk B.BII. Huizen,https://adamlink.nl/geo/district/BB-II/1261,,
485,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O485-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk C.C. V.V. Ziekenverpleging,https://adamlink.nl/geo/district/CC-I/1280,,Verpl.
486,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O486-h,42,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk C.C. Overige huizen,https://adamlink.nl/geo/district/CC-I/1280,,
487,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O487-h,142,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk C.CII. Huis van bewaring,https://adamlink.nl/geo/district/CC-II/1249,,Gev.
488,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-O488-h,27,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk C.CII. Overige huizen,https://adamlink.nl/geo/district/CC-II/1249,,
642,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-H642-h,923,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#AltijdAanwezig,,,Schepen,,,
644,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-I644-h,72,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeWagens,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#AltijdAanwezig,,,Woonwagens,,,
643,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-J643-h,668,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#TijdelijkAanwezig,,,Tijd. Aanw. schepen,,,
380,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L380-h,973,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk A. Huizen,https://adamlink.nl/geo/district/A/1248,,
381,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L381-h,58,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk B. Binnengasthuis,https://adamlink.nl/geo/district/B/1332,,Verpl.
382,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L382-h,39,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk B. St. Bernardusgesticht,https://adamlink.nl/geo/district/B/1332,,Verpl.
383,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L383-h,584,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk B. Overige huizen,https://adamlink.nl/geo/district/B/1332,,
385,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L385-h,2200,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk C. Overige huizen,https://adamlink.nl/geo/district/C/1354,,
386,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L386-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk D. R.K. Maagdenhuis,https://adamlink.nl/geo/district/D/1312,,Verpl.
387,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L387-h,570,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk D. Overige huizen,https://adamlink.nl/geo/district/D/1312,,
388,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L388-h,54,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk E. Burgerweeshuis,https://adamlink.nl/geo/district/E/1314,,Verpl.
389,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L389-h,603,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk E. Overige huizen,https://adamlink.nl/geo/district/E/1314,,
390,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L390-h,888,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk F. Huizen,https://adamlink.nl/geo/district/F/1269,,
391,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L391-h,862,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk G. Huizen,https://adamlink.nl/geo/district/G/1345,,
392,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L392-h,1414,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk H. Huizen,https://adamlink.nl/geo/district/H/1344,,
393,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L393-h,1525,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk I. Huizen,https://adamlink.nl/geo/district/J/1328,,
394,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L394-h,2331,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk K. Huizen,https://adamlink.nl/geo/district/K/1252,,
395,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L395-h,1950,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk. LI. Huizen,https://adamlink.nl/geo/district/L-I/1251,,
396,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L396-h,49,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk. LII. Huizen,https://adamlink.nl/geo/district/L-II/1342,,
398,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L398-h,1532,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk. M. Overige huizen,https://adamlink.nl/geo/district/M/1336,,
399,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L399-h,2496,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk N. Huizen,https://adamlink.nl/geo/district/N/1333,,
400,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L400-h,2619,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk O. Huizen,https://adamlink.nl/geo/district/O/1284,,
401,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L401-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk P. Suassostichting,https://adamlink.nl/geo/district/P/1270,,A.I.
402,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L402-h,10,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk P. Port. Isr. Oude mannenhuis,https://adamlink.nl/geo/district/P/1270,,Verpl.
403,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L403-h,1,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk P. Magazijn der Artillerie (Arsenaal),https://adamlink.nl/geo/district/P/1270,,M.I.
404,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L404-h,70,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk P. Ned. Isr. Jongensweeshuis,https://adamlink.nl/geo/district/P/1270,,Verpl.
405,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L405-h,1785,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk P. Overige huizen,https://adamlink.nl/geo/district/P/1270,,
406,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L406-h,15,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk Q. Port. Isr. Jongensweeshuis,https://adamlink.nl/geo/district/Q/1340,,Verpl.
407,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L407-h,1650,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk Q. Overige huizen,https://adamlink.nl/geo/district/Q/1340,,
408,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L408-h,1845,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk R. Huizen,https://adamlink.nl/geo/district/Q/1340,,
409,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L409-h,1428,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk S. Huizen,https://adamlink.nl/geo/district/S/1259,,
410,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L410-h,111,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk TI. Marinierskazerne,https://adamlink.nl/geo/district/T-I/1282,,M.I.
412,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L412-h,5336,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk TI. Overige huizen,https://adamlink.nl/geo/district/T-I/1282,,
413,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L413-h,3,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk TII. Militaire Bakkerij,https://adamlink.nl/geo/district/T-II/1347,,M.I.
414,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L414-h,4869,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk TII. Overige huizen,https://adamlink.nl/geo/district/T-II/1347,,
415,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L415-h,4737,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk TIII. Huizen,https://adamlink.nl/geo/district/T-III/1287,,
416,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L416-h,102,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UI. H.M. Torpedo-instructieschip ""Vulkaan""",https://adamlink.nl/geo/district/U-I/1303,,M.I.
417,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L417-h,356,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UI. H.M. Wachtschip ""Adm. V. Wassenaar""",https://adamlink.nl/geo/district/U-I/1303,,M.I.
418,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L418-h,27,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UI. Opleidingsschip ""De Zeehond""",https://adamlink.nl/geo/district/U-I/1303,,Ond.
419,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L419-h,122,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk UI. Overige huizen,https://adamlink.nl/geo/district/U-I/1303,,
420,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L420-h,101,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk UII. Kweeksch. V. d. Zeevaart,https://adamlink.nl/geo/district/U-II/1291,,Ond.
421,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L421-h,3684,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk UII. Overige huizen,https://adamlink.nl/geo/district/U-II/1291,,
423,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L423-h,260,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk UIII. Kazerne ""OranjeNassau""",https://adamlink.nl/geo/district/U-III/1257,,M.I.
424,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L424-h,74,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk UIII. Overige huizen,https://adamlink.nl/geo/district/U-III/1257,,
425,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L425-h,2,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VI. Port. Isr. Zieken- en oude vrouwenhuis,https://adamlink.nl/geo/district/V-I/1266,,Verpl.
426,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L426-h,26,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,"Wijk VI. Wees-, oude mannen- en vrouwenhuis d. Ger. Kerk",https://adamlink.nl/geo/district/V-I/1266,,Verpl.
429,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L429-h,6,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VI. Gesticht van Port. Isr. Gehuwde oude lieden,https://adamlink.nl/geo/district/V-I/1266,,Verpl.
430,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L430-h,1679,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VI. Overige huizen,https://adamlink.nl/geo/district/V-I/1266,,
431,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L431-h,179,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VII. St. Jacobsgesticht,https://adamlink.nl/geo/district/V-II/1325,,Verpl.
432,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L432-h,50,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VII. Kweeksch. V. Machinisten,https://adamlink.nl/geo/district/V-II/1325,,Ond.
433,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L433-h,97,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VII. Cavaleriekazerne,https://adamlink.nl/geo/district/V-II/1325,,M.I.
434,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L434-h,1579,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk VII. Overige huizen,https://adamlink.nl/geo/district/V-II/1325,,
435,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L435-h,341,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WI. Diaconie oude mannen- en vrouwenhuis d. N.H. Gem.,https://adamlink.nl/geo/district/W-I/1265,,Verpl.
436,http://lod.cedar-project.nl:8888/cedar/resource/VT_1909_01_T-S0-L436-h,29,,http://lod.cedar-project.nl/vocab/cedar-residenceStatus#JuridischAanwezig,,http://purl.org/linked-data/sdmx/2009/code#sex-M,Wijk WI. Corvershof,https://adamlink.nl/geo/district/W-I/1265,,Verpl.
