rij,obs,pop,houseType,residenceStatus,kom,sex,description,buurt
88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F88-h,67,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt EE,https://adamlink.nl/geo/district/buurt-ee/110
89,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F89-h,78,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt FF,https://adamlink.nl/geo/district/buurt-ff/112
90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F90-h,86,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt GG,https://adamlink.nl/geo/district/buurt-gg/113
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F91-h,98,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt HH,https://adamlink.nl/geo/district/buurt-hh/114
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F92-h,52,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt II,https://adamlink.nl/geo/district/buurt-jj/122
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F94-h,24,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt KK,https://adamlink.nl/geo/district/buurt-kk/115
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F95-h,30,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt LL,https://adamlink.nl/geo/district/buurt-ll/116
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F97-h,40,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt MM,https://adamlink.nl/geo/district/buurt-mm/109
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F98-h,44,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt NN,https://adamlink.nl/geo/district/buurt-nn/108
101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G101-h,13,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt OO Schepen,https://adamlink.nl/geo/district/buurt-oo/107
103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G103-h,5,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt PP Schepen,https://adamlink.nl/geo/district/buurt-pp/106
105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G105-h,9,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt QQ Schepen,https://adamlink.nl/geo/district/buurt-qq/101
107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G107-h,3,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt RR Schepen,https://adamlink.nl/geo/district/buurt-rr/117
109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G109-h,15,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt SS Schepen,https://adamlink.nl/geo/district/buurt-ss/118
111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G111-h,103,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt TT Schepen,https://adamlink.nl/geo/district/buurt-tt/105
113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G113-h,19,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt UU Schepen,https://adamlink.nl/geo/district/buurt-uu/102
115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G115-h,7,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt VV Schepen,https://adamlink.nl/geo/district/buurt-vv/104
120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G120-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt XX Schepen,https://adamlink.nl/geo/district/buurt-xx/123
122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G122-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt IJ IJ Schepen,https://adamlink.nl/geo/district/buurt-yy/124
43,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G43-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt B Schepen,https://adamlink.nl/geo/district/buurt-b/136
45,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G45-h,7,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt C Schepen,https://adamlink.nl/geo/district/buurt-c/141
47,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G47-h,1,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt D Schip,https://adamlink.nl/geo/district/buurt-d/131
50,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G50-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt F Schepen,https://adamlink.nl/geo/district/buurt-f/121
52,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G52-h,6,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt G Schepen,https://adamlink.nl/geo/district/buurt-g/120
54,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G54-h,9,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt H Schepen,https://adamlink.nl/geo/district/buurt-h/129
57,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G57-h,1,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt K Schip,https://adamlink.nl/geo/district/buurt-k/135
59,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G59-h,8,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt L Schepen,https://adamlink.nl/geo/district/buurt-l/119
61,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G61-h,12,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt M Schepen,https://adamlink.nl/geo/district/buurt-m/132
63,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G63-h,6,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt N Schepen,https://adamlink.nl/geo/district/buurt-n/139
65,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G65-h,1,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt O Schip,https://adamlink.nl/geo/district/buurt-o/140
69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G69-h,2,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt R Schepen,https://adamlink.nl/geo/district/buurt-r/146
72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G72-h,1,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt T Schip,https://adamlink.nl/geo/district/buurt-t/149
74,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G74-h,179,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt U Schepen,https://adamlink.nl/geo/district/buurt-u/148
76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G76-h,3,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt V Schepen,https://adamlink.nl/geo/district/buurt-v/147
78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G78-h,10,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt W Schepen,https://adamlink.nl/geo/district/buurt-w/143
81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G81-h,15,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt IJ Schepen,https://adamlink.nl/geo/district/buurt-y/137
83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G83-h,28,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt Z Schepen,https://adamlink.nl/geo/district/buurt-z/138
93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G93-h,2,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt II Schepen,https://adamlink.nl/geo/district/buurt-jj/122
96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G96-h,8,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt LL Schepen,https://adamlink.nl/geo/district/buurt-ll/116
99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G99-h,7,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt NN Schepen,https://adamlink.nl/geo/district/buurt-nn/108
100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H100-h,1453,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt OO,https://adamlink.nl/geo/district/buurt-oo/107
101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H101-h,13,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt OO Schepen,https://adamlink.nl/geo/district/buurt-oo/107
102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H102-h,1690,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt PP,https://adamlink.nl/geo/district/buurt-pp/106
103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H103-h,4,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt PP Schepen,https://adamlink.nl/geo/district/buurt-pp/106
104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H104-h,1943,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt QQ,https://adamlink.nl/geo/district/buurt-qq/101
105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H105-h,9,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt QQ Schepen,https://adamlink.nl/geo/district/buurt-qq/101
106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H106-h,224,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt RR,https://adamlink.nl/geo/district/buurt-rr/117
107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H107-h,3,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt RR Schepen,https://adamlink.nl/geo/district/buurt-rr/117
108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H108-h,784,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt SS,https://adamlink.nl/geo/district/buurt-ss/118
109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H109-h,13,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt SS Schepen,https://adamlink.nl/geo/district/buurt-ss/118
110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H110-h,1123,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt TT,https://adamlink.nl/geo/district/buurt-tt/105
111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H111-h,96,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt TT Schepen,https://adamlink.nl/geo/district/buurt-tt/105
112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H112-h,1656,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt UU,https://adamlink.nl/geo/district/buurt-uu/102
113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H113-h,19,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt UU Schepen,https://adamlink.nl/geo/district/buurt-uu/102
114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H114-h,399,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt VV,https://adamlink.nl/geo/district/buurt-vv/104
115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H115-h,5,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt VV Schepen,https://adamlink.nl/geo/district/buurt-vv/104
118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H118-h,201,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt WW,https://adamlink.nl/geo/district/buurt-ww/103
119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H119-h,588,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt XX,https://adamlink.nl/geo/district/buurt-xx/123
120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H120-h,4,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt XX Schepen,https://adamlink.nl/geo/district/buurt-xx/123
121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H121-h,170,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt IJ IJ,https://adamlink.nl/geo/district/buurt-yy/124
122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H122-h,4,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt IJ IJ Schepen,https://adamlink.nl/geo/district/buurt-yy/124
123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H123-h,197,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,,Buiten de kom. Buurt ZZ,https://adamlink.nl/geo/district/buurt-zz/150
41,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H41-h,863,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt A,https://adamlink.nl/geo/district/buurt-a/134
42,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H42-h,489,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt B,https://adamlink.nl/geo/district/buurt-b/136
43,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H43-h,4,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt B Schepen,https://adamlink.nl/geo/district/buurt-b/136
44,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H44-h,1140,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt C,https://adamlink.nl/geo/district/buurt-c/141
45,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H45-h,6,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt C Schepen,https://adamlink.nl/geo/district/buurt-c/141
46,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H46-h,588,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt D,https://adamlink.nl/geo/district/buurt-d/131
47,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H47-h,1,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt D Schip,https://adamlink.nl/geo/district/buurt-d/131
48,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H48-h,700,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt E,https://adamlink.nl/geo/district/buurt-bb/126
49,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H49-h,598,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt F,https://adamlink.nl/geo/district/buurt-f/121
50,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H50-h,2,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt F Schepen,https://adamlink.nl/geo/district/buurt-f/121
51,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H51-h,627,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt G,https://adamlink.nl/geo/district/buurt-g/120
52,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H52-h,6,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt G Schepen,https://adamlink.nl/geo/district/buurt-g/120
53,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H53-h,1049,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt H,https://adamlink.nl/geo/district/buurt-h/129
54,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H54-h,7,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt H Schepen,https://adamlink.nl/geo/district/buurt-h/129
55,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H55-h,1022,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt I,https://adamlink.nl/geo/district/buurt-j/133
56,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H56-h,1169,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt K,https://adamlink.nl/geo/district/buurt-k/135
57,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H57-h,1,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt K Schip,https://adamlink.nl/geo/district/buurt-k/135
58,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H58-h,1117,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt L,https://adamlink.nl/geo/district/buurt-l/119
59,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H59-h,8,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt L Schepen,https://adamlink.nl/geo/district/buurt-l/119
60,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H60-h,925,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt M,https://adamlink.nl/geo/district/buurt-m/132
61,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H61-h,11,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt M Schepen,https://adamlink.nl/geo/district/buurt-m/132
62,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H62-h,1016,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt N,https://adamlink.nl/geo/district/buurt-n/139
63,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H63-h,6,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt N Schepen,https://adamlink.nl/geo/district/buurt-n/139
64,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H64-h,1162,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt O,https://adamlink.nl/geo/district/buurt-o/140
65,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H65-h,1,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt O Schip,https://adamlink.nl/geo/district/buurt-o/140
66,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H66-h,861,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt P,https://adamlink.nl/geo/district/buurt-p/142
67,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H67-h,688,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt Q,https://adamlink.nl/geo/district/buurt-q/144
68,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H68-h,843,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt R,https://adamlink.nl/geo/district/buurt-r/146
69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H69-h,2,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt R Schepen,https://adamlink.nl/geo/district/buurt-r/146
70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H70-h,633,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt S,https://adamlink.nl/geo/district/buurt-s/145
71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H71-h,2344,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt T,https://adamlink.nl/geo/district/buurt-t/149
72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H72-h,1,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt T Schip,https://adamlink.nl/geo/district/buurt-t/149
73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H73-h,1629,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt U,https://adamlink.nl/geo/district/buurt-u/148
74,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H74-h,140,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt U Schepen,https://adamlink.nl/geo/district/buurt-u/148
75,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H75-h,888,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt V,https://adamlink.nl/geo/district/buurt-v/147
76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H76-h,3,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt V Schepen,https://adamlink.nl/geo/district/buurt-v/147
77,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H77-h,1691,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt W,https://adamlink.nl/geo/district/buurt-w/143
78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H78-h,9,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt W Schepen,https://adamlink.nl/geo/district/buurt-w/143
79,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H79-h,1084,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt X,https://adamlink.nl/geo/district/buurt-x/127
80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H80-h,819,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt IJ,https://adamlink.nl/geo/district/buurt-y/137
81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H81-h,13,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt IJ Schepen,https://adamlink.nl/geo/district/buurt-y/137
82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H82-h,1507,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt Z,https://adamlink.nl/geo/district/buurt-z/138
83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-H83-h,23,,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,,Kom. Buurt Z Schepen,https://adamlink.nl/geo/district/buurt-z/138
