rij,obs,pop,houseType,residenceStatus,kom,sex
84,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E84-h,671,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E85-h,555,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
86,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E86-h,669,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E87-h,459,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E88-h,576,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
89,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E89-h,429,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E90-h,500,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E91-h,423,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E92-h,461,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E94-h,586,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E95-h,369,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E97-h,466,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-E98-h,491,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F100-h,73,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F102-h,95,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F104-h,163,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F106-h,40,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F108-h,53,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F110-h,66,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F112-h,208,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F114-h,205,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F118-h,97,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,
119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F119-h,138,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,
121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F121-h,63,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,
123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F123-h,76,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,
41,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F41-h,47,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
42,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F42-h,23,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
44,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F44-h,56,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
46,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F46-h,46,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
48,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F48-h,64,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
49,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F49-h,56,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
51,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F51-h,48,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
53,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F53-h,97,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
55,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F55-h,69,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
56,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F56-h,36,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
58,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F58-h,163,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
60,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F60-h,69,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
62,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F62-h,52,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
64,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F64-h,45,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
66,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F66-h,42,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
67,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F67-h,56,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
68,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F68-h,80,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F70-h,31,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F71-h,136,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F73-h,150,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
75,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F75-h,81,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
77,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F77-h,165,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
79,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F79-h,85,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F80-h,67,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F82-h,108,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
84,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F84-h,66,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F85-h,35,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
86,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F86-h,55,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F87-h,65,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F88-h,67,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
89,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F89-h,78,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F90-h,86,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F91-h,98,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F92-h,52,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F94-h,24,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F95-h,30,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F97-h,40,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-F98-h,44,http://lod.cedar-project.nl/vocab/cedar#house-OnbewoondeHuizen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G101-h,13,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G103-h,5,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G105-h,9,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G107-h,3,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G109-h,15,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G111-h,103,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G113-h,19,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G115-h,7,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G120-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,
122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G122-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BuitenKom,
43,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G43-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
45,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G45-h,7,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
47,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G47-h,1,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
50,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G50-h,4,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
52,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G52-h,6,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
54,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G54-h,9,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
57,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G57-h,1,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
59,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G59-h,8,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
61,http://lod.cedar-project.nl:8888/cedar/resource/VT_1859_01_H1-S3-G61-h,12,http://lod.cedar-project.nl/vocab/cedar#house-BewoondeSchepen,,http://lod.cedar-project.nl/vocab/cedar-Kom#BinnenKom,
